ticker,pdf_file,page,lines_table_area_share,lines_table_count,share_excl_frames_090,share_excl_frames_080,share_excl_frames_095,largest_table_share,largest_table_cells,n_frames_excluded_090,error
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,84,0.5637276929321813,1,0.5637276929321813,0.5637276929321813,0.5637276929321813,0.5637276929321813,25,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,87,0.6578126602524426,1,0.6578126602524426,0.6578126602524426,0.6578126602524426,0.6578126602524426,25,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,89,0.5069550773771209,1,0.5069550773771209,0.5069550773771209,0.5069550773771209,0.5069550773771209,20,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,92,0.7315636328047633,1,0.7315636328047633,0.7315636328047633,0.7315636328047633,0.7315636328047633,30,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,93,0.4499978854104773,1,0.4499978854104773,0.4499978854104773,0.4499978854104773,0.4499978854104773,22,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,94,0.6142373737373736,1,0.6142373737373736,0.6142373737373736,0.6142373737373736,0.6142373737373736,35,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,95,0.6180479281513391,2,0.6180479281513391,0.6180479281513391,0.6180479281513391,0.319703606634152,16,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,99,0.6348557470779415,1,0.6348557470779415,0.6348557470779415,0.6348557470779415,0.6348557470779415,14,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,100,0.7173069785924329,1,0.7173069785924329,0.7173069785924329,0.7173069785924329,0.7173069785924329,13,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,101,0.4614884859316201,1,0.4614884859316201,0.4614884859316201,0.4614884859316201,0.4614884859316201,13,0,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,103,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,3,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,8,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,16,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,19,0.020149346580731,1,0.020149346580731,0.020149346580731,0.020149346580731,0.020149346580731,5,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,22,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,29,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,30,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,39,0.024537612824074,1,0.024537612824074,0.024537612824074,0.024537612824074,0.024537612824074,2,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,40,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,48,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,53,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,55,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,57,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,59,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,61,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,63,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,64,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,65,0.0,0,0.0,0.0,0.0,0.0,0,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,69,0.2226923359778338,2,0.2226923359778338,0.2226923359778338,0.2226923359778338,0.2111832850564468,21,0,
BBY,BBY-BEST BUY CO INC-2024.pdf,73,0.35552928694626,1,0.35552928694626,0.35552928694626,0.35552928694626,0.35552928694626,72,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,5,0.0,0,0.0,0.0,0.0,0.0,0,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,9,0.0,0,0.0,0.0,0.0,0.0,0,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,12,0.0,0,0.0,0.0,0.0,0.0,0,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,15,0.0,0,0.0,0.0,0.0,0.0,0,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,21,0.0,0,0.0,0.0,0.0,0.0,0,0,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,23,0.0,0,0.0,0.0,0.0,0.0,0,0,
CAL,CAL-CALERES INC-2021.pdf,20,0.0,0,0.0,0.0,0.0,0.0,0,0,
CAL,CAL-CALERES INC-2021.pdf,34,0.0033880497685185,1,0.0033880497685185,0.0033880497685185,0.0033880497685185,0.0033880497685185,2,0,
CAL,CAL-CALERES INC-2021.pdf,35,0.0032359655671296,1,0.0032359655671296,0.0032359655671296,0.0032359655671296,0.0032359655671296,2,0,
CAL,CAL-CALERES INC-2021.pdf,36,0.0033925203993055,1,0.0033925203993055,0.0033925203993055,0.0033925203993055,0.0033925203993055,2,0,
CAL,CAL-CALERES INC-2021.pdf,37,0.0,0,0.0,0.0,0.0,0.0,0,0,
CAL,CAL-CALERES INC-2021.pdf,38,0.0435029513888888,1,0.0435029513888888,0.0435029513888888,0.0435029513888888,0.0435029513888888,4,0,
CAL,CAL-CALERES INC-2021.pdf,39,0.0032804762731481,1,0.0032804762731481,0.0032804762731481,0.0032804762731481,0.0032804762731481,2,0,
CAL,CAL-CALERES INC-2021.pdf,40,0.0420619791666666,1,0.0420619791666666,0.0420619791666666,0.0420619791666666,0.0420619791666666,4,0,
CAL,CAL-CALERES INC-2021.pdf,41,0.0033880497685185,1,0.0033880497685185,0.0033880497685185,0.0033880497685185,0.0033880497685185,2,0,
CAL,CAL-CALERES INC-2021.pdf,42,0.0033880497685185,1,0.0033880497685185,0.0033880497685185,0.0033880497685185,0.0033880497685185,2,0,
CAL,CAL-CALERES INC-2021.pdf,43,0.0033880497685185,1,0.0033880497685185,0.0033880497685185,0.0033880497685185,0.0033880497685185,2,0,
CAL,CAL-CALERES INC-2021.pdf,45,0.0302300347222222,1,0.0302300347222222,0.0302300347222222,0.0302300347222222,0.0302300347222222,4,0,
CAL,CAL-CALERES INC-2021.pdf,46,0.0303474271797839,1,0.0303474271797839,0.0303474271797839,0.0303474271797839,0.0303474271797839,5,0,
COLM,COLM-COLUMBIA SPORTSWEAR CO-2024.pdf,56,0.4984468423472293,1,0.4984468423472293,0.4984468423472293,0.4984468423472293,0.4984468423472293,30,0,
COLM,COLM-COLUMBIA SPORTSWEAR CO-2024.pdf,61,0.4581834980880084,2,0.4581834980880084,0.4581834980880084,0.4581834980880084,0.3507429046273603,36,0,
CPNG,CPNG-Coupang-2022.pdf,3,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,4,0.0008211025270393,1,0.0008211025270393,0.0008211025270393,0.0008211025270393,0.0008211025270393,2,0,
CPNG,CPNG-Coupang-2022.pdf,6,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,7,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,8,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,9,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,13,0.0002825774527891,1,0.0002825774527891,0.0002825774527891,0.0002825774527891,0.0002825774527891,2,0,
CPNG,CPNG-Coupang-2022.pdf,15,0.0,0,0.0,0.0,0.0,0.0,0,0,
CPNG,CPNG-Coupang-2022.pdf,16,0.0,0,0.0,0.0,0.0,0.0,0,0,
CROX,CROX-CROCS INC-2022.pdf,4,0.9429411764705884,1,0.0,0.0,0.9429411764705884,0.9429411764705884,4,1,
CROX,CROX-CROCS INC-2022.pdf,6,0.6856803327391563,1,0.6856803327391563,0.6856803327391563,0.6856803327391563,0.6856803327391563,6,0,
CROX,CROX-CROCS INC-2022.pdf,9,0.4567366250671776,1,0.4567366250671776,0.4567366250671776,0.4567366250671776,0.4567366250671776,53,0,
CROX,CROX-CROCS INC-2022.pdf,25,0.9411764705882352,1,0.0,0.0,0.9411764705882352,0.9411764705882352,4,1,
CROX,CROX-CROCS INC-2022.pdf,30,0.4782351538258401,1,0.4782351538258401,0.4782351538258401,0.4782351538258401,0.4782351538258401,15,0,
CROX,CROX-CROCS INC-2022.pdf,40,0.5529188257163136,1,0.5529188257163136,0.5529188257163136,0.5529188257163136,0.5529188257163136,11,0,
CROX,CROX-CROCS INC-2022.pdf,41,0.6253969729463755,1,0.6253969729463755,0.6253969729463755,0.6253969729463755,0.6253969729463755,10,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,3,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,4,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,8,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,9,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,12,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,13,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,19,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,20,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,21,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,26,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,27,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,28,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,30,0.000383283945511,1,0.000383283945511,0.000383283945511,0.000383283945511,0.000383283945511,2,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,35,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,36,0.0,0,0.0,0.0,0.0,0.0,0,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,37,0.0038970493735466,1,0.0038970493735466,0.0038970493735466,0.0038970493735466,0.0038970493735466,6,0,
CVS,CVS-CVS HEALTH CORP-2022.pdf,38,0.0,0,0.0,0.0,0.0,0.0,0,0,
ETSY,ETSY-Etsy-2023.pdf,6,0.0,0,0.0,0.0,0.0,0.0,0,0,
ETSY,ETSY-Etsy-2023.pdf,30,0.0,0,0.0,0.0,0.0,0.0,0,0,
ETSY,ETSY-Etsy-2023.pdf,49,0.4356716896733524,2,0.4356716896733524,0.4356716896733524,0.4356716896733524,0.4244020466521658,4,0,
