company,section_code,char_count,file
BBY,Item_5,3294,data\03_sections\BBY__10-K__0000764478-25-000007__Item_5.txt
BBY,Item_7,45312,data\03_sections\BBY__10-K__0000764478-25-000007__Item_7.txt
BBY,Item_7A,2907,data\03_sections\BBY__10-K__0000764478-25-000007__Item_7A.txt
BBY,Item_8,88604,data\03_sections\BBY__10-K__0000764478-25-000007__Item_8.txt
BBY,Item_9,101,data\03_sections\BBY__10-K__0000764478-25-000007__Item_9.txt
BBY,Item_9A,2202,data\03_sections\BBY__10-K__0000764478-25-000007__Item_9A.txt
BBY,Item_9B,1106,data\03_sections\BBY__10-K__0000764478-25-000007__Item_9B.txt
BBY,Item_10,1227,data\03_sections\BBY__10-K__0000764478-25-000007__Item_10.txt
BBY,Item_11,160,data\03_sections\BBY__10-K__0000764478-25-000007__Item_11.txt
BBY,Item_12,232,data\03_sections\BBY__10-K__0000764478-25-000007__Item_12.txt
BBY,Item_13,215,data\03_sections\BBY__10-K__0000764478-25-000007__Item_13.txt
BBY,Item_14,263,data\03_sections\BBY__10-K__0000764478-25-000007__Item_14.txt
BBY,Item_15,1688,data\03_sections\BBY__10-K__0000764478-25-000007__Item_15.txt
BBY,Item_16,42,data\03_sections\BBY__10-K__0000764478-25-000007__Item_16.txt
BBY,Signatures,467,data\03_sections\BBY__10-K__0000764478-25-000007__Signatures.txt
BBY,HEADER,29320,data\03_sections\BBY__10-K__0000764478-26-000009__HEADER.txt
BBY,Item_1,23149,data\03_sections\BBY__10-K__0000764478-26-000009__Item_1.txt
BBY,Item_1A,59264,data\03_sections\BBY__10-K__0000764478-26-000009__Item_1A.txt
BBY,Item_1B,52,data\03_sections\BBY__10-K__0000764478-26-000009__Item_1B.txt
BBY,Item_1C,4579,data\03_sections\BBY__10-K__0000764478-26-000009__Item_1C.txt
BBY,Item_2,948,data\03_sections\BBY__10-K__0000764478-26-000009__Item_2.txt
BBY,Item_3,285,data\03_sections\BBY__10-K__0000764478-26-000009__Item_3.txt
BBY,Item_4,7307,data\03_sections\BBY__10-K__0000764478-26-000009__Item_4.txt
BBY,Item_5,3209,data\03_sections\BBY__10-K__0000764478-26-000009__Item_5.txt
BBY,Item_6,41,data\03_sections\BBY__10-K__0000764478-26-000009__Item_6.txt
BBY,Item_7,46066,data\03_sections\BBY__10-K__0000764478-26-000009__Item_7.txt
BBY,Item_7A,2969,data\03_sections\BBY__10-K__0000764478-26-000009__Item_7A.txt
BBY,Item_8,94460,data\03_sections\BBY__10-K__0000764478-26-000009__Item_8.txt
BBY,Item_9,100,data\03_sections\BBY__10-K__0000764478-26-000009__Item_9.txt
BBY,Item_9A,2189,data\03_sections\BBY__10-K__0000764478-26-000009__Item_9A.txt
BBY,Item_9B,650,data\03_sections\BBY__10-K__0000764478-26-000009__Item_9B.txt
BBY,Item_9C,124,data\03_sections\BBY__10-K__0000764478-26-000009__Item_9C.txt
BBY,Item_10,1223,data\03_sections\BBY__10-K__0000764478-26-000009__Item_10.txt
BBY,Item_11,159,data\03_sections\BBY__10-K__0000764478-26-000009__Item_11.txt
BBY,Item_12,231,data\03_sections\BBY__10-K__0000764478-26-000009__Item_12.txt
BBY,Item_13,210,data\03_sections\BBY__10-K__0000764478-26-000009__Item_13.txt
BBY,Item_14,261,data\03_sections\BBY__10-K__0000764478-26-000009__Item_14.txt
BBY,Item_15,1761,data\03_sections\BBY__10-K__0000764478-26-000009__Item_15.txt
BBY,Item_16,55,data\03_sections\BBY__10-K__0000764478-26-000009__Item_16.txt
BBY,Signatures,466,data\03_sections\BBY__10-K__0000764478-26-000009__Signatures.txt
BJ,HEADER,34075,data\03_sections\BJ__10-K__0001531152-24-000026__HEADER.txt
BJ,Item_1,28432,data\03_sections\BJ__10-K__0001531152-24-000026__Item_1.txt
BJ,Item_1A,82042,data\03_sections\BJ__10-K__0001531152-24-000026__Item_1A.txt
BJ,Item_1B,41,data\03_sections\BJ__10-K__0001531152-24-000026__Item_1B.txt
BJ,Item_1C,4296,data\03_sections\BJ__10-K__0001531152-24-000026__Item_1C.txt
BJ,Item_2,2452,data\03_sections\BJ__10-K__0001531152-24-000026__Item_2.txt
BJ,Item_3,388,data\03_sections\BJ__10-K__0001531152-24-000026__Item_3.txt
BJ,Item_4,59,data\03_sections\BJ__10-K__0001531152-24-000026__Item_4.txt
BJ,Item_5,4995,data\03_sections\BJ__10-K__0001531152-24-000026__Item_5.txt
BJ,Item_6,33,data\03_sections\BJ__10-K__0001531152-24-000026__Item_6.txt
BJ,Item_7,31580,data\03_sections\BJ__10-K__0001531152-24-000026__Item_7.txt
BJ,Item_7A,1436,data\03_sections\BJ__10-K__0001531152-24-000026__Item_7A.txt
BJ,Item_8,2085,data\03_sections\BJ__10-K__0001531152-24-000026__Item_8.txt
BJ,Item_9A,4225,data\03_sections\BJ__10-K__0001531152-24-000026__Item_9A.txt
BJ,Item_9,99,data\03_sections\BJ__10-K__0001531152-24-000026__Item_9.txt
BJ,Item_9B,844,data\03_sections\BJ__10-K__0001531152-24-000026__Item_9B.txt
BJ,Item_9C,455,data\03_sections\BJ__10-K__0001531152-24-000026__Item_9C.txt
BJ,Item_10,343,data\03_sections\BJ__10-K__0001531152-24-000026__Item_10.txt
BJ,Item_11,128,data\03_sections\BJ__10-K__0001531152-24-000026__Item_11.txt
BJ,Item_12,200,data\03_sections\BJ__10-K__0001531152-24-000026__Item_12.txt
BJ,Item_13,179,data\03_sections\BJ__10-K__0001531152-24-000026__Item_13.txt
BJ,Item_14,155,data\03_sections\BJ__10-K__0001531152-24-000026__Item_14.txt
BJ,Item_15,648,data\03_sections\BJ__10-K__0001531152-24-000026__Item_15.txt
BJ,Item_16,36,data\03_sections\BJ__10-K__0001531152-24-000026__Item_16.txt
BJ,Signatures,474,data\03_sections\BJ__10-K__0001531152-24-000026__Signatures.txt
BJ,HEADER,34704,data\03_sections\BJ__10-K__0001531152-25-000013__HEADER.txt
BJ,Item_1,28941,data\03_sections\BJ__10-K__0001531152-25-000013__Item_1.txt
BJ,Item_1A,82598,data\03_sections\BJ__10-K__0001531152-25-000013__Item_1A.txt
BJ,Item_1B,41,data\03_sections\BJ__10-K__0001531152-25-000013__Item_1B.txt
BJ,Item_1C,4755,data\03_sections\BJ__10-K__0001531152-25-000013__Item_1C.txt
BJ,Item_2,2524,data\03_sections\BJ__10-K__0001531152-25-000013__Item_2.txt
BJ,Item_3,388,data\03_sections\BJ__10-K__0001531152-25-000013__Item_3.txt
BJ,Item_4,59,data\03_sections\BJ__10-K__0001531152-25-000013__Item_4.txt
BJ,Item_5,5225,data\03_sections\BJ__10-K__0001531152-25-000013__Item_5.txt
BJ,Item_6,33,data\03_sections\BJ__10-K__0001531152-25-000013__Item_6.txt
BJ,Item_7,32667,data\03_sections\BJ__10-K__0001531152-25-000013__Item_7.txt
BJ,Item_7A,1436,data\03_sections\BJ__10-K__0001531152-25-000013__Item_7A.txt
BJ,Item_8,87480,data\03_sections\BJ__10-K__0001531152-25-000013__Item_8.txt
BJ,Item_9,99,data\03_sections\BJ__10-K__0001531152-25-000013__Item_9.txt
BJ,Item_9A,4225,data\03_sections\BJ__10-K__0001531152-25-000013__Item_9A.txt
BJ,Item_9B,1153,data\03_sections\BJ__10-K__0001531152-25-000013__Item_9B.txt
BJ,Item_9C,455,data\03_sections\BJ__10-K__0001531152-25-000013__Item_9C.txt
BJ,Item_10,343,data\03_sections\BJ__10-K__0001531152-25-000013__Item_10.txt
BJ,Item_11,128,data\03_sections\BJ__10-K__0001531152-25-000013__Item_11.txt
BJ,Item_12,200,data\03_sections\BJ__10-K__0001531152-25-000013__Item_12.txt
BJ,Item_13,179,data\03_sections\BJ__10-K__0001531152-25-000013__Item_13.txt
BJ,Item_14,155,data\03_sections\BJ__10-K__0001531152-25-000013__Item_14.txt
BJ,Item_15,648,data\03_sections\BJ__10-K__0001531152-25-000013__Item_15.txt
BJ,Item_16,36,data\03_sections\BJ__10-K__0001531152-25-000013__Item_16.txt
BJ,Signatures,474,data\03_sections\BJ__10-K__0001531152-25-000013__Signatures.txt
BJ,HEADER,34915,data\03_sections\BJ__10-K__0001531152-26-000007__HEADER.txt
BJ,Item_1,28029,data\03_sections\BJ__10-K__0001531152-26-000007__Item_1.txt
BJ,Item_1A,82573,data\03_sections\BJ__10-K__0001531152-26-000007__Item_1A.txt
BJ,Item_1B,41,data\03_sections\BJ__10-K__0001531152-26-000007__Item_1B.txt
BJ,Item_1C,4801,data\03_sections\BJ__10-K__0001531152-26-000007__Item_1C.txt
BJ,Item_2,2355,data\03_sections\BJ__10-K__0001531152-26-000007__Item_2.txt
BJ,Item_3,388,data\03_sections\BJ__10-K__0001531152-26-000007__Item_3.txt
BJ,Item_4,59,data\03_sections\BJ__10-K__0001531152-26-000007__Item_4.txt
BJ,Item_5,4784,data\03_sections\BJ__10-K__0001531152-26-000007__Item_5.txt
BJ,Item_6,33,data\03_sections\BJ__10-K__0001531152-26-000007__Item_6.txt
BJ,Item_7,32607,data\03_sections\BJ__10-K__0001531152-26-000007__Item_7.txt
BJ,Item_7A,1439,data\03_sections\BJ__10-K__0001531152-26-000007__Item_7A.txt
BJ,Item_8,86721,data\03_sections\BJ__10-K__0001531152-26-000007__Item_8.txt
BJ,Item_9,99,data\03_sections\BJ__10-K__0001531152-26-000007__Item_9.txt
BJ,Item_9A,4225,data\03_sections\BJ__10-K__0001531152-26-000007__Item_9A.txt
BJ,Item_9B,846,data\03_sections\BJ__10-K__0001531152-26-000007__Item_9B.txt
BJ,Item_9C,455,data\03_sections\BJ__10-K__0001531152-26-000007__Item_9C.txt
BJ,Item_10,343,data\03_sections\BJ__10-K__0001531152-26-000007__Item_10.txt
BJ,Item_11,128,data\03_sections\BJ__10-K__0001531152-26-000007__Item_11.txt
BJ,Item_12,200,data\03_sections\BJ__10-K__0001531152-26-000007__Item_12.txt
BJ,Item_13,179,data\03_sections\BJ__10-K__0001531152-26-000007__Item_13.txt
BJ,Item_14,155,data\03_sections\BJ__10-K__0001531152-26-000007__Item_14.txt
BJ,Item_15,648,data\03_sections\BJ__10-K__0001531152-26-000007__Item_15.txt
BJ,Item_16,36,data\03_sections\BJ__10-K__0001531152-26-000007__Item_16.txt
BJ,Signatures,474,data\03_sections\BJ__10-K__0001531152-26-000007__Signatures.txt
BNED,HEADER,171480,data\03_sections\BNED__10-K__0001634117-23-000032__HEADER.txt
BNED,Item_8,20619,data\03_sections\BNED__10-K__0001634117-23-000032__Item_8.txt
BNED,Item_7,110778,data\03_sections\BNED__10-K__0001634117-23-000032__Item_7.txt
BNED,Signatures,485,data\03_sections\BNED__10-K__0001634117-23-000032__Signatures.txt
BNED,HEADER,180855,data\03_sections\BNED__10-K__0001634117-24-000048__HEADER.txt
BNED,Item_8,25411,data\03_sections\BNED__10-K__0001634117-24-000048__Item_8.txt
BNED,Signatures,483,data\03_sections\BNED__10-K__0001634117-24-000048__Signatures.txt
BNED,HEADER,261762,data\03_sections\BNED__10-K__0001634117-25-000038__HEADER.txt
BNED,Item_1,22429,data\03_sections\BNED__10-K__0001634117-25-000038__Item_1.txt
BNED,Item_8,192929,data\03_sections\BNED__10-K__0001634117-25-000038__Item_8.txt
BNED,Signatures,485,data\03_sections\BNED__10-K__0001634117-25-000038__Signatures.txt
BOBS,HEADER,5639,data\03_sections\BOBS__10-K__0001628280-26-019015__HEADER.txt
BOBS,Item_1A,25995,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_1A.txt
BOBS,Item_1,124,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_1.txt
BOBS,Item_7,1153,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_7.txt
BOBS,Item_1B,41,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_1B.txt
BOBS,Item_1C,6606,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_1C.txt
BOBS,Item_2,533,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_2.txt
BOBS,Item_3,1151,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_3.txt
BOBS,Item_4,60,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_4.txt
BOBS,Item_5,3697,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_5.txt
BOBS,Item_6,22,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_6.txt
BOBS,Item_13,624,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_13.txt
BOBS,Item_7A,2169,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_7A.txt
BOBS,Item_8,93885,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_8.txt
BOBS,Item_9,100,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_9.txt
BOBS,Item_9A,1859,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_9A.txt
BOBS,Item_9B,1350,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_9B.txt
BOBS,Item_9C,105,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_9C.txt
BOBS,Item_10,21799,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_10.txt
BOBS,Item_11,8884,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_11.txt
BOBS,Item_12,5700,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_12.txt
BOBS,Item_14,1816,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_14.txt
BOBS,Item_15,814,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_15.txt
BOBS,Item_16,37,data\03_sections\BOBS__10-K__0001628280-26-019015__Item_16.txt
BOBS,Signatures,461,data\03_sections\BOBS__10-K__0001628280-26-019015__Signatures.txt
BRLT,HEADER,29291,data\03_sections\BRLT__10-K__0001628280-26-018794__HEADER.txt
BRLT,Item_1,49721,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_1.txt
BRLT,Item_1A,207661,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_1A.txt
BRLT,Item_1B,41,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_1B.txt
BRLT,Item_1C,4868,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_1C.txt
BRLT,Item_2,1093,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_2.txt
BRLT,Item_3,1655,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_3.txt
BRLT,Item_4,98,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_4.txt
BRLT,Item_5,3664,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_5.txt
BRLT,Item_6,40,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_6.txt
BRLT,Item_7,51591,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_7.txt
BRLT,Item_7A,253,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_7A.txt
BRLT,Item_8,72700,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_8.txt
BRLT,Item_9,99,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_9.txt
BRLT,Item_9A,5498,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_9A.txt
BRLT,Item_9B,1958,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_9B.txt
BRLT,Item_9C,126,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_9C.txt
BRLT,Item_10,1181,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_10.txt
BRLT,Item_11,302,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_11.txt
BRLT,Item_12,383,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_12.txt
BRLT,Item_13,309,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_13.txt
BRLT,Item_14,293,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_14.txt
BRLT,Item_15,596,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_15.txt
BRLT,Item_16,56,data\03_sections\BRLT__10-K__0001628280-26-018794__Item_16.txt
BRLT,Signatures,523,data\03_sections\BRLT__10-K__0001628280-26-018794__Signatures.txt
BRLT,HEADER,27487,data\03_sections\BRLT__10-K__0001866757-24-000040__HEADER.txt
BRLT,Item_1,49987,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_1.txt
BRLT,Item_1A,207740,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_1A.txt
BRLT,Item_1B,41,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_1B.txt
BRLT,Item_1C,4162,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_1C.txt
BRLT,Item_2,1093,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_2.txt
BRLT,Item_3,1610,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_3.txt
BRLT,Item_4,98,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_4.txt
BRLT,Item_5,2479,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_5.txt
BRLT,Item_6,40,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_6.txt
BRLT,Item_7,54221,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_7.txt
BRLT,Item_7A,253,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_7A.txt
BRLT,Item_8,69780,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_8.txt
BRLT,Item_9,99,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_9.txt
BRLT,Item_9A,5730,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_9A.txt
BRLT,Item_9B,2528,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_9B.txt
BRLT,Item_9C,126,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_9C.txt
BRLT,Item_10,1181,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_10.txt
BRLT,Item_11,302,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_11.txt
BRLT,Item_12,383,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_12.txt
BRLT,Item_13,309,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_13.txt
BRLT,Item_14,293,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_14.txt
BRLT,Item_15,637,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_15.txt
BRLT,Item_16,56,data\03_sections\BRLT__10-K__0001866757-24-000040__Item_16.txt
BRLT,Signatures,500,data\03_sections\BRLT__10-K__0001866757-24-000040__Signatures.txt
BRLT,HEADER,27199,data\03_sections\BRLT__10-K__0001866757-25-000038__HEADER.txt
BRLT,Item_1,49469,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_1.txt
BRLT,Item_1A,209965,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_1A.txt
BRLT,Item_1B,41,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_1B.txt
BRLT,Item_1C,4803,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_1C.txt
BRLT,Item_2,1093,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_2.txt
BRLT,Item_3,1653,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_3.txt
BRLT,Item_4,98,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_4.txt
BRLT,Item_5,3388,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_5.txt
BRLT,Item_6,40,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_6.txt
BRLT,Item_7,52452,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_7.txt
BRLT,Item_7A,253,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_7A.txt
BRLT,Item_8,69498,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_8.txt
BRLT,Item_9,99,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_9.txt
BRLT,Item_9A,6102,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_9A.txt
BRLT,Item_9B,3236,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_9B.txt
BRLT,Item_9C,126,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_9C.txt
BRLT,Item_10,1181,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_10.txt
BRLT,Item_11,302,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_11.txt
BRLT,Item_12,383,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_12.txt
BRLT,Item_13,309,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_13.txt
BRLT,Item_14,293,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_14.txt
BRLT,Item_15,637,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_15.txt
BRLT,Item_16,56,data\03_sections\BRLT__10-K__0001866757-25-000038__Item_16.txt
BRLT,Signatures,523,data\03_sections\BRLT__10-K__0001866757-25-000038__Signatures.txt
BSET,HEADER,197657,data\03_sections\BSET__10-K__0001437749-24-002203__HEADER.txt
BSET,Signatures,776,data\03_sections\BSET__10-K__0001437749-24-002203__Signatures.txt
BSET,FULL_DOCUMENT_FALLBACK,198435,data\03_sections\BSET__10-K__0001437749-24-002203__FULL_DOCUMENT_FALLBACK.txt
BSET,HEADER,213042,data\03_sections\BSET__10-K__0001437749-25-003216__HEADER.txt
BSET,Signatures,776,data\03_sections\BSET__10-K__0001437749-25-003216__Signatures.txt
BSET,FULL_DOCUMENT_FALLBACK,213820,data\03_sections\BSET__10-K__0001437749-25-003216__FULL_DOCUMENT_FALLBACK.txt
BSET,HEADER,194248,data\03_sections\BSET__10-K__0001437749-26-003189__HEADER.txt
BSET,Signatures,583,data\03_sections\BSET__10-K__0001437749-26-003189__Signatures.txt
BSET,FULL_DOCUMENT_FALLBACK,194833,data\03_sections\BSET__10-K__0001437749-26-003189__FULL_DOCUMENT_FALLBACK.txt
CART,HEADER,46914,data\03_sections\CART__10-K__0001579091-24-000027__HEADER.txt
CART,Item_1,41968,data\03_sections\CART__10-K__0001579091-24-000027__Item_1.txt
CART,Item_1A,281373,data\03_sections\CART__10-K__0001579091-24-000027__Item_1A.txt
CART,Item_1B,51,data\03_sections\CART__10-K__0001579091-24-000027__Item_1B.txt
CART,Item_1C,5060,data\03_sections\CART__10-K__0001579091-24-000027__Item_1C.txt
CART,Item_2,599,data\03_sections\CART__10-K__0001579091-24-000027__Item_2.txt
CART,Item_3,11019,data\03_sections\CART__10-K__0001579091-24-000027__Item_3.txt
CART,Item_4,77,data\03_sections\CART__10-K__0001579091-24-000027__Item_4.txt
CART,Item_5,9149,data\03_sections\CART__10-K__0001579091-24-000027__Item_5.txt
CART,Item_6,40,data\03_sections\CART__10-K__0001579091-24-000027__Item_6.txt
CART,Item_7,91225,data\03_sections\CART__10-K__0001579091-24-000027__Item_7.txt
CART,Item_7A,5800,data\03_sections\CART__10-K__0001579091-24-000027__Item_7A.txt
CART,Item_8,139587,data\03_sections\CART__10-K__0001579091-24-000027__Item_8.txt
CART,Item_9,99,data\03_sections\CART__10-K__0001579091-24-000027__Item_9.txt
CART,Item_9A,2055,data\03_sections\CART__10-K__0001579091-24-000027__Item_9A.txt
CART,Item_9B,3521,data\03_sections\CART__10-K__0001579091-24-000027__Item_9B.txt
CART,Item_9C,114,data\03_sections\CART__10-K__0001579091-24-000027__Item_9C.txt
CART,Item_10,1022,data\03_sections\CART__10-K__0001579091-24-000027__Item_10.txt
CART,Item_11,259,data\03_sections\CART__10-K__0001579091-24-000027__Item_11.txt
CART,Item_12,331,data\03_sections\CART__10-K__0001579091-24-000027__Item_12.txt
CART,Item_13,310,data\03_sections\CART__10-K__0001579091-24-000027__Item_13.txt
CART,Item_14,305,data\03_sections\CART__10-K__0001579091-24-000027__Item_14.txt
CART,Item_15,1294,data\03_sections\CART__10-K__0001579091-24-000027__Item_15.txt
CART,Item_16,55,data\03_sections\CART__10-K__0001579091-24-000027__Item_16.txt
CART,Signatures,1592,data\03_sections\CART__10-K__0001579091-24-000027__Signatures.txt
CART,HEADER,37576,data\03_sections\CART__10-K__0001579091-25-000015__HEADER.txt
CART,Item_1,27937,data\03_sections\CART__10-K__0001579091-25-000015__Item_1.txt
CART,Item_1A,275174,data\03_sections\CART__10-K__0001579091-25-000015__Item_1A.txt
CART,Item_1B,51,data\03_sections\CART__10-K__0001579091-25-000015__Item_1B.txt
CART,Item_1C,5310,data\03_sections\CART__10-K__0001579091-25-000015__Item_1C.txt
CART,Item_2,599,data\03_sections\CART__10-K__0001579091-25-000015__Item_2.txt
CART,Item_3,11010,data\03_sections\CART__10-K__0001579091-25-000015__Item_3.txt
CART,Item_4,77,data\03_sections\CART__10-K__0001579091-25-000015__Item_4.txt
CART,Item_5,4257,data\03_sections\CART__10-K__0001579091-25-000015__Item_5.txt
CART,Item_6,18,data\03_sections\CART__10-K__0001579091-25-000015__Item_6.txt
CART,Item_7,71782,data\03_sections\CART__10-K__0001579091-25-000015__Item_7.txt
CART,Item_7A,5496,data\03_sections\CART__10-K__0001579091-25-000015__Item_7A.txt
CART,Item_8,127398,data\03_sections\CART__10-K__0001579091-25-000015__Item_8.txt
CART,Item_9,99,data\03_sections\CART__10-K__0001579091-25-000015__Item_9.txt
CART,Item_9A,3093,data\03_sections\CART__10-K__0001579091-25-000015__Item_9A.txt
CART,Item_9B,1824,data\03_sections\CART__10-K__0001579091-25-000015__Item_9B.txt
CART,Item_9C,114,data\03_sections\CART__10-K__0001579091-25-000015__Item_9C.txt
CART,Item_10,1022,data\03_sections\CART__10-K__0001579091-25-000015__Item_10.txt
CART,Item_11,259,data\03_sections\CART__10-K__0001579091-25-000015__Item_11.txt
CART,Item_12,331,data\03_sections\CART__10-K__0001579091-25-000015__Item_12.txt
CART,Item_13,310,data\03_sections\CART__10-K__0001579091-25-000015__Item_13.txt
CART,Item_14,305,data\03_sections\CART__10-K__0001579091-25-000015__Item_14.txt
CART,Item_15,1337,data\03_sections\CART__10-K__0001579091-25-000015__Item_15.txt
CART,Item_16,55,data\03_sections\CART__10-K__0001579091-25-000015__Item_16.txt
CART,Signatures,1592,data\03_sections\CART__10-K__0001579091-25-000015__Signatures.txt
CART,HEADER,35646,data\03_sections\CART__10-K__0001579091-26-000018__HEADER.txt
CART,Item_1,25252,data\03_sections\CART__10-K__0001579091-26-000018__Item_1.txt
CART,Item_1A,269457,data\03_sections\CART__10-K__0001579091-26-000018__Item_1A.txt
CART,Item_1B,51,data\03_sections\CART__10-K__0001579091-26-000018__Item_1B.txt
CART,Item_1C,5370,data\03_sections\CART__10-K__0001579091-26-000018__Item_1C.txt
CART,Item_2,601,data\03_sections\CART__10-K__0001579091-26-000018__Item_2.txt
CART,Item_3,1241,data\03_sections\CART__10-K__0001579091-26-000018__Item_3.txt
CART,Item_4,77,data\03_sections\CART__10-K__0001579091-26-000018__Item_4.txt
CART,Item_5,4997,data\03_sections\CART__10-K__0001579091-26-000018__Item_5.txt
CART,Item_6,40,data\03_sections\CART__10-K__0001579091-26-000018__Item_6.txt
CART,Item_7,69421,data\03_sections\CART__10-K__0001579091-26-000018__Item_7.txt
CART,Item_7A,5518,data\03_sections\CART__10-K__0001579091-26-000018__Item_7A.txt
CART,Item_8,129690,data\03_sections\CART__10-K__0001579091-26-000018__Item_8.txt
CART,Item_9,99,data\03_sections\CART__10-K__0001579091-26-000018__Item_9.txt
CART,Item_9A,3093,data\03_sections\CART__10-K__0001579091-26-000018__Item_9A.txt
CART,Item_9B,2955,data\03_sections\CART__10-K__0001579091-26-000018__Item_9B.txt
CART,Item_9C,114,data\03_sections\CART__10-K__0001579091-26-000018__Item_9C.txt
CART,Item_10,1022,data\03_sections\CART__10-K__0001579091-26-000018__Item_10.txt
CART,Item_11,259,data\03_sections\CART__10-K__0001579091-26-000018__Item_11.txt
CART,Item_12,331,data\03_sections\CART__10-K__0001579091-26-000018__Item_12.txt
CART,Item_13,310,data\03_sections\CART__10-K__0001579091-26-000018__Item_13.txt
CART,Item_14,305,data\03_sections\CART__10-K__0001579091-26-000018__Item_14.txt
