chunk_id,company,section,chunk_index,token_count,flag
KSS__10-K__0000950170-24-034691__Item_1B__chunk_0000,KSS,Item_1B,0,14,too_short
KSS__10-K__0000950170-24-034691__Item_4__chunk_0000,KSS,Item_4,0,14,too_short
KSS__10-K__0000950170-24-034691__Item_6__chunk_0000,KSS,Item_6,0,13,too_short
KSS__10-K__0000950170-24-034691__Item_9__chunk_0000,KSS,Item_9,0,21,too_short
KSS__10-K__0000950170-24-034691__Item_9C__chunk_0000,KSS,Item_9C,0,30,too_short
KSS__10-K__0000950170-25-042662__Item_13__chunk_0000,KSS,Item_13,0,46,too_short
KSS__10-K__0000950170-25-042662__Item_6__chunk_0000,KSS,Item_6,0,13,too_short
KSS__10-K__0000950170-25-042662__Item_9__chunk_0000,KSS,Item_9,0,21,too_short
KSS__10-K__0000950170-25-042662__Item_9C__chunk_0000,KSS,Item_9C,0,30,too_short
KTB__10-K__0001760965-25-000011__Item_8__chunk_0000,KTB,Item_8,0,10,too_short
KTB__10-K__0001760965-26-000014__Item_8__chunk_0000,KTB,Item_8,0,12,too_short
LAKE__10-K__0001654954-24-004465__Item_1B__chunk_0000,LAKE,Item_1B,0,15,too_short
LAKE__10-K__0001654954-24-004465__Item_4__chunk_0000,LAKE,Item_4,0,22,too_short
LAKE__10-K__0001654954-24-004465__Item_6__chunk_0000,LAKE,Item_6,0,8,too_short
LAKE__10-K__0001654954-24-004465__Item_9__chunk_0000,LAKE,Item_9,0,29,too_short
LAKE__10-K__0001654954-24-004465__Item_9B__chunk_0000,LAKE,Item_9B,0,9,too_short
LAKE__10-K__0001654954-24-004465__Item_9C__chunk_0000,LAKE,Item_9C,0,32,too_short
LAKE__10-K__0001654954-24-004465__Part_II__chunk_0000,LAKE,Part_II,0,2,too_short
LAKE__10-K__0001654954-24-004465__Part_III__chunk_0000,LAKE,Part_III,0,2,too_short
LAKE__10-K__0001654954-24-004465__Part_IV__chunk_0000,LAKE,Part_IV,0,2,too_short
LAKE__10-K__0001654954-25-004352__Item_16__chunk_0000,LAKE,Item_16,0,19,too_short
LAKE__10-K__0001654954-25-004352__Item_1B__chunk_0000,LAKE,Item_1B,0,15,too_short
LAKE__10-K__0001654954-25-004352__Item_4__chunk_0000,LAKE,Item_4,0,23,too_short
LAKE__10-K__0001654954-25-004352__Item_6__chunk_0000,LAKE,Item_6,0,15,too_short
LAKE__10-K__0001654954-25-004352__Item_9__chunk_0000,LAKE,Item_9,0,30,too_short
LAKE__10-K__0001654954-25-004352__Item_9C__chunk_0000,LAKE,Item_9C,0,33,too_short
LAKE__10-K__0001654954-25-004352__Part_II__chunk_0000,LAKE,Part_II,0,2,too_short
LAKE__10-K__0001654954-25-004352__Part_III__chunk_0000,LAKE,Part_III,0,2,too_short
LAKE__10-K__0001654954-25-004352__Part_IV__chunk_0000,LAKE,Part_IV,0,2,too_short
LCUT__10-K__0000874396-26-000008__Item_3__chunk_0000,LCUT,Item_3,0,46,too_short
LCUT__10-K__0000874396-26-000008__Item_4__chunk_0000,LCUT,Item_4,0,15,too_short
LCUT__10-K__0000874396-26-000008__Part_I__chunk_0000,LCUT,Part_I,0,2,too_short
LCUT__10-K__0000874396-26-000008__Part_IV__chunk_0000,LCUT,Part_IV,0,2,too_short
LCUT__10-K__0001628280-24-010568__Item_3__chunk_0000,LCUT,Item_3,0,46,too_short
LCUT__10-K__0001628280-24-010568__Item_4__chunk_0000,LCUT,Item_4,0,15,too_short
LCUT__10-K__0001628280-24-010568__Part_IV__chunk_0000,LCUT,Part_IV,0,2,too_short
LCUT__10-K__0001628280-25-012650__Item_3__chunk_0000,LCUT,Item_3,0,46,too_short
LCUT__10-K__0001628280-25-012650__Item_4__chunk_0000,LCUT,Item_4,0,15,too_short
LCUT__10-K__0001628280-25-012650__Part_IV__chunk_0000,LCUT,Part_IV,0,2,too_short
LEG__10-K__0000058492-24-000174__Item_6__chunk_0000,LEG,Item_6,0,11,too_short
LEG__10-K__0000058492-24-000174__Item_8__chunk_0000,LEG,Item_8,0,30,too_short
LEG__10-K__0000058492-24-000174__Item_9C__chunk_0000,LEG,Item_9C,0,25,too_short
LEG__10-K__0000058492-24-000174__Part_II__chunk_0000,LEG,Part_II,0,2,too_short
LEG__10-K__0000058492-24-000174__Part_III__chunk_0000,LEG,Part_III,0,2,too_short
LEG__10-K__0000058492-24-000174__Part_IV__chunk_0000,LEG,Part_IV,0,2,too_short
LEG__10-K__0000058492-25-000136__Item_1A__chunk_0000,LEG,Item_1A,0,24,too_short
LEG__10-K__0000058492-25-000136__Item_6__chunk_0000,LEG,Item_6,0,6,too_short
LEG__10-K__0000058492-25-000136__Item_8__chunk_0000,LEG,Item_8,0,30,too_short
LEG__10-K__0000058492-25-000136__Item_9C__chunk_0000,LEG,Item_9C,0,25,too_short
LEG__10-K__0000058492-26-000107__Item_6__chunk_0000,LEG,Item_6,0,11,too_short
LEG__10-K__0000058492-26-000107__Item_8__chunk_0000,LEG,Item_8,0,30,too_short
LEG__10-K__0000058492-26-000107__Item_9C__chunk_0000,LEG,Item_9C,0,25,too_short
LEG__10-K__0000058492-26-000107__Part_I__chunk_0000,LEG,Part_I,0,2,too_short
LEG__10-K__0000058492-26-000107__Part_II__chunk_0000,LEG,Part_II,0,2,too_short
LEG__10-K__0000058492-26-000107__Part_III__chunk_0000,LEG,Part_III,0,2,too_short
LEG__10-K__0000058492-26-000107__Part_IV__chunk_0000,LEG,Part_IV,0,2,too_short
LESL__10-K__0000950170-23-066773__Item_1B__chunk_0000,LESL,Item_1B,0,13,too_short
LESL__10-K__0000950170-23-066773__Item_4__chunk_0000,LESL,Item_4,0,19,too_short
LESL__10-K__0000950170-23-066773__Item_6__chunk_0000,LESL,Item_6,0,13,too_short
LESL__10-K__0000950170-23-066773__Item_9__chunk_0000,LESL,Item_9,0,23,too_short
LESL__10-K__0000950170-23-066773__Item_9C__chunk_0000,LESL,Item_9C,0,25,too_short
LESL__10-K__0000950170-24-131476__Item_1B__chunk_0000,LESL,Item_1B,0,12,too_short
LESL__10-K__0000950170-24-131476__Item_4__chunk_0000,LESL,Item_4,0,17,too_short
LESL__10-K__0000950170-24-131476__Item_6__chunk_0000,LESL,Item_6,0,13,too_short
LESL__10-K__0000950170-24-131476__Item_9__chunk_0000,LESL,Item_9,0,23,too_short
LESL__10-K__0000950170-24-131476__Item_9C__chunk_0000,LESL,Item_9C,0,25,too_short
LESL__10-K__0001193125-25-323811__Item_4__chunk_0000,LESL,Item_4,0,17,too_short
LESL__10-K__0001193125-25-323811__Item_6__chunk_0000,LESL,Item_6,0,13,too_short
LESL__10-K__0001193125-25-323811__Item_9__chunk_0000,LESL,Item_9,0,23,too_short
LESL__10-K__0001193125-25-323811__Item_9C__chunk_0000,LESL,Item_9C,0,25,too_short
LE__10-K__0000950170-24-041066__Item_1B__chunk_0000,LE,Item_1B,0,17,too_short
LE__10-K__0000950170-24-041066__Item_4__chunk_0000,LE,Item_4,0,22,too_short
LE__10-K__0000950170-24-041066__Item_6__chunk_0000,LE,Item_6,0,12,too_short
LE__10-K__0000950170-24-041066__Item_9__chunk_0000,LE,Item_9,0,33,too_short
LE__10-K__0000950170-25-046044__Item_4__chunk_0000,LE,Item_4,0,22,too_short
LE__10-K__0000950170-25-046044__Item_6__chunk_0000,LE,Item_6,0,12,too_short
LE__10-K__0000950170-25-046044__Item_9__chunk_0000,LE,Item_9,0,33,too_short
LE__10-K__0001193125-26-126210__Item_4__chunk_0000,LE,Item_4,0,21,too_short
LIVE__10-K__0001628280-23-042586__Item_1B__chunk_0000,LIVE,Item_1B,0,11,too_short
LIVE__10-K__0001628280-23-042586__Item_4__chunk_0000,LIVE,Item_4,0,16,too_short
LIVE__10-K__0001628280-23-042586__Item_9B__chunk_0000,LIVE,Item_9B,0,9,too_short
LIVE__10-K__0001628280-23-042586__Item_9C__chunk_0000,LIVE,Item_9C,0,29,too_short
LIVE__10-K__0001628280-23-042586__Part_III__chunk_0000,LIVE,Part_III,0,2,too_short
LIVE__10-K__0001628280-23-042586__Part_IV__chunk_0000,LIVE,Part_IV,0,2,too_short
LIVE__10-K__0001628280-24-052099__Item_4__chunk_0000,LIVE,Item_4,0,16,too_short
LIVE__10-K__0001628280-24-052099__Item_9B__chunk_0000,LIVE,Item_9B,0,9,too_short
LIVE__10-K__0001628280-24-052099__Item_9C__chunk_0000,LIVE,Item_9C,0,29,too_short
LIVE__10-K__0001628280-24-052099__Part_III__chunk_0000,LIVE,Part_III,0,2,too_short
LIVE__10-K__0001628280-24-052099__Part_IV__chunk_0000,LIVE,Part_IV,0,2,too_short
LIVE__10-K__0001628280-25-057711__Item_4__chunk_0000,LIVE,Item_4,0,16,too_short
LIVE__10-K__0001628280-25-057711__Item_9B__chunk_0000,LIVE,Item_9B,0,9,too_short
LIVE__10-K__0001628280-25-057711__Item_9C__chunk_0000,LIVE,Item_9C,0,29,too_short
LIVE__10-K__0001628280-25-057711__Part_III__chunk_0000,LIVE,Part_III,0,2,too_short
LOVE__10-K__0001628280-24-015804__Item_11__chunk_0000,LOVE,Item_11,0,29,too_short
LOVE__10-K__0001628280-24-015804__Item_13__chunk_0000,LOVE,Item_13,0,36,too_short
LOVE__10-K__0001628280-24-015804__Item_14__chunk_0000,LOVE,Item_14,0,40,too_short
LOVE__10-K__0001628280-24-015804__Item_15__chunk_0000,LOVE,Item_15,0,35,too_short
LOVE__10-K__0001628280-24-015804__Item_3__chunk_0000,LOVE,Item_3,0,46,too_short
LOVE__10-K__0001628280-24-015804__Item_4__chunk_0000,LOVE,Item_4,0,21,too_short
LOVE__10-K__0001628280-24-015804__Item_9C__chunk_0000,LOVE,Item_9C,0,28,too_short
LOVE__10-K__0001628280-25-017241__Item_11__chunk_0000,LOVE,Item_11,0,29,too_short
LOVE__10-K__0001628280-25-017241__Item_12__chunk_0000,LOVE,Item_12,0,41,too_short
LOVE__10-K__0001628280-25-017241__Item_13__chunk_0000,LOVE,Item_13,0,36,too_short
LOVE__10-K__0001628280-25-017241__Item_14__chunk_0000,LOVE,Item_14,0,41,too_short
LOVE__10-K__0001628280-25-017241__Item_15__chunk_0000,LOVE,Item_15,0,35,too_short
LOVE__10-K__0001628280-25-017241__Item_4__chunk_0000,LOVE,Item_4,0,21,too_short
LOVE__10-K__0001628280-25-017241__Item_9C__chunk_0000,LOVE,Item_9C,0,28,too_short
LOVE__10-K__0001628280-26-022929__Item_11__chunk_0000,LOVE,Item_11,0,33,too_short
LOVE__10-K__0001628280-26-022929__Item_12__chunk_0000,LOVE,Item_12,0,49,too_short
LOVE__10-K__0001628280-26-022929__Item_15__chunk_0000,LOVE,Item_15,0,35,too_short
LOVE__10-K__0001628280-26-022929__Item_4__chunk_0000,LOVE,Item_4,0,21,too_short
LOVE__10-K__0001628280-26-022929__Item_9C__chunk_0000,LOVE,Item_9C,0,28,too_short
LOW__10-K__0000060667-24-000033__Item_15__chunk_0000,LOW,Item_15,0,25,too_short
LOW__10-K__0000060667-24-000033__Item_9C__chunk_0000,LOW,Item_9C,0,29,too_short
LOW__10-K__0000060667-24-000033__Part_I__chunk_0000,LOW,Part_I,0,2,too_short
LOW__10-K__0000060667-24-000033__Part_IV__chunk_0000,LOW,Part_IV,0,2,too_short
LOW__10-K__0000060667-25-000049__Item_15__chunk_0000,LOW,Item_15,0,25,too_short
LOW__10-K__0000060667-25-000049__Item_9C__chunk_0000,LOW,Item_9C,0,28,too_short
LOW__10-K__0000060667-25-000049__Part_I__chunk_0000,LOW,Part_I,0,2,too_short
LOW__10-K__0000060667-25-000049__Part_IV__chunk_0000,LOW,Part_IV,0,2,too_short
LOW__10-K__0000060667-26-000029__Item_15__chunk_0000,LOW,Item_15,0,25,too_short
LOW__10-K__0000060667-26-000029__Item_9C__chunk_0000,LOW,Item_9C,0,28,too_short
LOW__10-K__0000060667-26-000029__Part_I__chunk_0000,LOW,Part_I,0,2,too_short
LOW__10-K__0000060667-26-000029__Part_IV__chunk_0000,LOW,Part_IV,0,2,too_short
LULU__10-K__0001397187-24-000010__Item_14__chunk_0000,LULU,Item_14,0,46,too_short
LULU__10-K__0001397187-24-000010__Item_3__chunk_0000,LULU,Item_3,0,38,too_short
LULU__10-K__0001397187-24-000010__Item_4__chunk_0000,LULU,Item_4,0,21,too_short
LULU__10-K__0001397187-24-000010__Item_9C__chunk_0000,LULU,Item_9C,0,31,too_short
LULU__10-K__0001397187-24-000010__Part_IV__chunk_0000,LULU,Part_IV,0,2,too_short
LULU__10-K__0001397187-25-000013__Item_14__chunk_0000,LULU,Item_14,0,45,too_short
LULU__10-K__0001397187-25-000013__Item_3__chunk_0000,LULU,Item_3,0,38,too_short
LULU__10-K__0001397187-25-000013__Item_4__chunk_0000,LULU,Item_4,0,20,too_short
LULU__10-K__0001397187-25-000013__Item_9C__chunk_0000,LULU,Item_9C,0,30,too_short
LULU__10-K__0001397187-25-000013__Part_IV__chunk_0000,LULU,Part_IV,0,2,too_short
LULU__10-K__0001397187-26-000020__Item_14__chunk_0000,LULU,Item_14,0,45,too_short
LULU__10-K__0001397187-26-000020__Item_3__chunk_0000,LULU,Item_3,0,38,too_short
LULU__10-K__0001397187-26-000020__Item_4__chunk_0000,LULU,Item_4,0,20,too_short
LULU__10-K__0001397187-26-000020__Item_9C__chunk_0000,LULU,Item_9C,0,30,too_short
LULU__10-K__0001397187-26-000020__Part_IV__chunk_0000,LULU,Part_IV,0,2,too_short
LVLU__10-K__0001104659-26-036884__Item_1B__chunk_0000,LVLU,Item_1B,0,14,too_short
LVLU__10-K__0001104659-26-036884__Item_9C__chunk_0000,LVLU,Item_9C,0,25,too_short
LVLU__10-K__0001104659-26-036884__Part_IV__chunk_0000,LVLU,Part_IV,0,2,too_short
LVLU__10-K__0001558370-24-002599__Item_9C__chunk_0000,LVLU,Item_9C,0,25,too_short
LVLU__10-K__0001558370-24-002599__Part_IV__chunk_0000,LVLU,Part_IV,0,2,too_short
LVLU__10-K__0001558370-25-003845__Item_9C__chunk_0000,LVLU,Item_9C,0,25,too_short
LVLU__10-K__0001558370-25-003845__Part_IV__chunk_0000,LVLU,Part_IV,0,2,too_short
LZB__10-K__0000057131-24-000028__Item_6__chunk_0000,LZB,Item_6,0,6,too_short
LZB__10-K__0000057131-24-000028__Item_9__chunk_0000,LZB,Item_9,0,30,too_short
LZB__10-K__0000057131-24-000028__Item_9C__chunk_0000,LZB,Item_9C,0,32,too_short
LZB__10-K__0000057131-24-000028__Part_II__chunk_0000,LZB,Part_II,0,2,too_short
LZB__10-K__0000057131-24-000028__Part_III__chunk_0000,LZB,Part_III,0,2,too_short
LZB__10-K__0000057131-24-000028__Part_IV__chunk_0000,LZB,Part_IV,0,2,too_short
LZB__10-K__0000057131-25-000029__Item_1B__chunk_0000,LZB,Item_1B,0,20,too_short
LZB__10-K__0000057131-25-000029__Item_6__chunk_0000,LZB,Item_6,0,6,too_short
LZB__10-K__0000057131-25-000029__Item_9__chunk_0000,LZB,Item_9,0,30,too_short
LZB__10-K__0000057131-25-000029__Item_9C__chunk_0000,LZB,Item_9C,0,27,too_short
LZB__10-K__0000057131-25-000029__Part_II__chunk_0000,LZB,Part_II,0,2,too_short
LZB__10-K__0000057131-25-000029__Part_III__chunk_0000,LZB,Part_III,0,2,too_short
LZB__10-K__0000057131-25-000029__Part_IV__chunk_0000,LZB,Part_IV,0,2,too_short
LZB__10-K__0000057131-26-000019__Item_1B__chunk_0000,LZB,Item_1B,0,15,too_short
LZB__10-K__0000057131-26-000019__Item_6__chunk_0000,LZB,Item_6,0,6,too_short
LZB__10-K__0000057131-26-000019__Item_9__chunk_0000,LZB,Item_9,0,30,too_short
LZB__10-K__0000057131-26-000019__Item_9C__chunk_0000,LZB,Item_9C,0,32,too_short
LZB__10-K__0000057131-26-000019__Part_II__chunk_0000,LZB,Part_II,0,2,too_short
LZB__10-K__0000057131-26-000019__Part_III__chunk_0000,LZB,Part_III,0,2,too_short
LZB__10-K__0000057131-26-000019__Part_IV__chunk_0000,LZB,Part_IV,0,2,too_short
MELI__10-K__0001099590-24-000008__Item_3__chunk_0000,MELI,Item_3,0,43,too_short
MELI__10-K__0001099590-24-000008__Item_4__chunk_0000,MELI,Item_4,0,15,too_short
MELI__10-K__0001099590-24-000008__Item_9C__chunk_0000,MELI,Item_9C,0,26,too_short
MELI__10-K__0001099590-24-000008__Part_IV__chunk_0000,MELI,Part_IV,0,2,too_short
MELI__10-K__0001099590-25-000007__Item_3__chunk_0000,MELI,Item_3,0,43,too_short
MELI__10-K__0001099590-25-000007__Item_4__chunk_0000,MELI,Item_4,0,28,too_short
MELI__10-K__0001099590-25-000007__Item_9C__chunk_0000,MELI,Item_9C,0,26,too_short
MELI__10-K__0001099590-25-000007__Part_IV__chunk_0000,MELI,Part_IV,0,2,too_short
MELI__10-K__0001099590-26-000006__Item_3__chunk_0000,MELI,Item_3,0,43,too_short
MELI__10-K__0001099590-26-000006__Item_4__chunk_0000,MELI,Item_4,0,15,too_short
MELI__10-K__0001099590-26-000006__Item_9C__chunk_0000,MELI,Item_9C,0,26,too_short
MELI__10-K__0001099590-26-000006__Part_IV__chunk_0000,MELI,Part_IV,0,2,too_short
MGRX__10-K__0001493152-24-012508__Item_3__chunk_0000,MGRX,Item_3,0,9,too_short
MGRX__10-K__0001493152-26-014478__Part_I__chunk_0000,MGRX,Part_I,0,2,too_short
MGRX__10-K__0001641172-25-000085__Item_13__chunk_0000,MGRX,Item_13,0,24,too_short
MHK__10-K__0000851968-24-000027__Item_9B__chunk_0000,MHK,Item_9B,0,9,too_short
MHK__10-K__0000851968-24-000027__Item_9C__chunk_0000,MHK,Item_9C,0,26,too_short
MHK__10-K__0000851968-25-000023__Item_9C__chunk_0000,MHK,Item_9C,0,26,too_short
MHK__10-K__0000851968-26-000011__Item_9C__chunk_0000,MHK,Item_9C,0,26,too_short
MNRO__10-K__0000876427-26-000007__Item_11__chunk_0000,MNRO,Item_11,0,39,too_short
MNRO__10-K__0000876427-26-000007__Item_13__chunk_0000,MNRO,Item_13,0,49,too_short
MNRO__10-K__0000876427-26-000007__Item_16__chunk_0000,MNRO,Item_16,0,28,too_short
MNRO__10-K__0000876427-26-000007__Item_4__chunk_0000,MNRO,Item_4,0,24,too_short
MNRO__10-K__0000876427-26-000007__Item_6__chunk_0000,MNRO,Item_6,0,25,too_short
MNRO__10-K__0000876427-26-000007__Item_9__chunk_0000,MNRO,Item_9,0,21,too_short
MNRO__10-K__0000876427-26-000007__Item_9C__chunk_0000,MNRO,Item_9C,0,36,too_short
MNRO__10-K__0000876427-26-000007__Part_II__chunk_0000,MNRO,Part_II,0,2,too_short
MNRO__10-K__0000876427-26-000007__Part_III__chunk_0000,MNRO,Part_III,0,48,too_short
MNRO__10-K__0000876427-26-000007__Part_IV__chunk_0000,MNRO,Part_IV,0,2,too_short
MNRO__10-K__0001562762-24-000155__Item_11__chunk_0000,MNRO,Item_11,0,39,too_short
MNRO__10-K__0001562762-24-000155__Item_13__chunk_0000,MNRO,Item_13,0,49,too_short
MNRO__10-K__0001562762-24-000155__Item_16__chunk_0000,MNRO,Item_16,0,28,too_short
MNRO__10-K__0001562762-24-000155__Item_4__chunk_0000,MNRO,Item_4,0,24,too_short
MNRO__10-K__0001562762-24-000155__Item_6__chunk_0000,MNRO,Item_6,0,25,too_short
MNRO__10-K__0001562762-24-000155__Item_9__chunk_0000,MNRO,Item_9,0,21,too_short
MNRO__10-K__0001562762-24-000155__Item_9C__chunk_0000,MNRO,Item_9C,0,36,too_short
MNRO__10-K__0001562762-24-000155__Part_II__chunk_0000,MNRO,Part_II,0,2,too_short
MNRO__10-K__0001562762-24-000155__Part_III__chunk_0000,MNRO,Part_III,0,48,too_short
MNRO__10-K__0001562762-24-000155__Part_IV__chunk_0000,MNRO,Part_IV,0,2,too_short
MNRO__10-K__0001562762-25-000146__Item_11__chunk_0000,MNRO,Item_11,0,39,too_short
MNRO__10-K__0001562762-25-000146__Item_13__chunk_0000,MNRO,Item_13,0,49,too_short
MNRO__10-K__0001562762-25-000146__Item_16__chunk_0000,MNRO,Item_16,0,28,too_short
MNRO__10-K__0001562762-25-000146__Item_4__chunk_0000,MNRO,Item_4,0,24,too_short
MNRO__10-K__0001562762-25-000146__Item_6__chunk_0000,MNRO,Item_6,0,25,too_short
MNRO__10-K__0001562762-25-000146__Item_9__chunk_0000,MNRO,Item_9,0,21,too_short
MNRO__10-K__0001562762-25-000146__Item_9C__chunk_0000,MNRO,Item_9C,0,36,too_short
MNRO__10-K__0001562762-25-000146__Part_II__chunk_0000,MNRO,Part_II,0,2,too_short
MNRO__10-K__0001562762-25-000146__Part_III__chunk_0000,MNRO,Part_III,0,48,too_short
MNRO__10-K__0001562762-25-000146__Part_IV__chunk_0000,MNRO,Part_IV,0,2,too_short
MOV__10-K__0000950170-24-036181__Item_16__chunk_0000,MOV,Item_16,0,13,too_short
MOV__10-K__0000950170-24-036181__Item_1B__chunk_0000,MOV,Item_1B,0,12,too_short
MOV__10-K__0000950170-24-036181__Item_4__chunk_0000,MOV,Item_4,0,13,too_short
MOV__10-K__0000950170-24-036181__Item_6__chunk_0000,MOV,Item_6,0,9,too_short
MOV__10-K__0000950170-24-036181__Item_8__chunk_0000,MOV,Item_8,0,29,too_short
MOV__10-K__0000950170-24-036181__Item_9__chunk_0000,MOV,Item_9,0,21,too_short
MOV__10-K__0000950170-24-036181__Item_9C__chunk_0000,MOV,Item_9C,0,21,too_short
MOV__10-K__0000950170-24-036181__Part_II__chunk_0000,MOV,Part_II,0,2,too_short
MOV__10-K__0000950170-24-036181__Part_III__chunk_0000,MOV,Part_III,0,2,too_short
MOV__10-K__0000950170-24-036181__Part_IV__chunk_0000,MOV,Part_IV,0,2,too_short
MOV__10-K__0000950170-25-054522__Item_16__chunk_0000,MOV,Item_16,0,13,too_short
MOV__10-K__0000950170-25-054522__Item_1B__chunk_0000,MOV,Item_1B,0,12,too_short
MOV__10-K__0000950170-25-054522__Item_4__chunk_0000,MOV,Item_4,0,13,too_short
MOV__10-K__0000950170-25-054522__Item_6__chunk_0000,MOV,Item_6,0,9,too_short
MOV__10-K__0000950170-25-054522__Item_8__chunk_0000,MOV,Item_8,0,29,too_short
MOV__10-K__0000950170-25-054522__Item_9__chunk_0000,MOV,Item_9,0,21,too_short
MOV__10-K__0000950170-25-054522__Item_9C__chunk_0000,MOV,Item_9C,0,21,too_short
MOV__10-K__0000950170-25-054522__Part_II__chunk_0000,MOV,Part_II,0,2,too_short
MOV__10-K__0000950170-25-054522__Part_III__chunk_0000,MOV,Part_III,0,2,too_short
MOV__10-K__0000950170-25-054522__Part_IV__chunk_0000,MOV,Part_IV,0,2,too_short
MOV__10-K__0001193125-26-115298__Item_16__chunk_0000,MOV,Item_16,0,13,too_short
MOV__10-K__0001193125-26-115298__Item_1B__chunk_0000,MOV,Item_1B,0,12,too_short
MOV__10-K__0001193125-26-115298__Item_4__chunk_0000,MOV,Item_4,0,13,too_short
MOV__10-K__0001193125-26-115298__Item_6__chunk_0000,MOV,Item_6,0,9,too_short
MOV__10-K__0001193125-26-115298__Item_8__chunk_0000,MOV,Item_8,0,29,too_short
MOV__10-K__0001193125-26-115298__Item_9__chunk_0000,MOV,Item_9,0,21,too_short
MOV__10-K__0001193125-26-115298__Item_9C__chunk_0000,MOV,Item_9C,0,21,too_short
MOV__10-K__0001193125-26-115298__Part_II__chunk_0000,MOV,Part_II,0,2,too_short
MOV__10-K__0001193125-26-115298__Part_III__chunk_0000,MOV,Part_III,0,2,too_short
MOV__10-K__0001193125-26-115298__Part_IV__chunk_0000,MOV,Part_IV,0,2,too_short
MSS__10-K__0001213900-24-068336__Item_16__chunk_0000,MSS,Item_16,0,13,too_short
MSS__10-K__0001213900-24-068336__Item_1B__chunk_0000,MSS,Item_1B,0,16,too_short
MSS__10-K__0001213900-24-068336__Item_4__chunk_0000,MSS,Item_4,0,17,too_short
MSS__10-K__0001213900-24-068336__Item_6__chunk_0000,MSS,Item_6,0,9,too_short
MSS__10-K__0001213900-24-068336__Item_9B__chunk_0000,MSS,Item_9B,0,10,too_short
MSS__10-K__0001213900-24-068336__Item_9C__chunk_0000,MSS,Item_9C,0,28,too_short
MSS__10-K__0001213900-24-068336__Part_II__chunk_0000,MSS,Part_II,0,2,too_short
MSS__10-K__0001213900-24-068336__Part_III__chunk_0000,MSS,Part_III,0,2,too_short
MSS__10-K__0001213900-24-068336__Part_IV__chunk_0000,MSS,Part_IV,0,2,too_short
MSS__10-K__0001213900-25-075991__Item_16__chunk_0000,MSS,Item_16,0,13,too_short
MSS__10-K__0001213900-25-075991__Item_1B__chunk_0000,MSS,Item_1B,0,16,too_short
MSS__10-K__0001213900-25-075991__Item_4__chunk_0000,MSS,Item_4,0,17,too_short
MSS__10-K__0001213900-25-075991__Item_6__chunk_0000,MSS,Item_6,0,9,too_short
MSS__10-K__0001213900-25-075991__Item_9__chunk_0000,MSS,Item_9,0,30,too_short
MSS__10-K__0001213900-25-075991__Item_9B__chunk_0000,MSS,Item_9B,0,10,too_short
MSS__10-K__0001213900-25-075991__Item_9C__chunk_0000,MSS,Item_9C,0,28,too_short
MSS__10-K__0001213900-25-075991__Part_II__chunk_0000,MSS,Part_II,0,2,too_short
MSS__10-K__0001213900-25-075991__Part_III__chunk_0000,MSS,Part_III,0,2,too_short
MSS__10-K__0001213900-25-075991__Part_IV__chunk_0000,MSS,Part_IV,0,2,too_short
MUSA__10-K__0001573516-24-000007__Item_1B__chunk_0000,MUSA,Item_1B,0,43,too_short
MUSA__10-K__0001573516-24-000007__Item_2__chunk_0000,MUSA,Item_2,0,39,too_short
MUSA__10-K__0001573516-24-000007__Item_4__chunk_0000,MUSA,Item_4,0,22,too_short
MUSA__10-K__0001573516-24-000007__Item_6__chunk_0000,MUSA,Item_6,0,8,too_short
MUSA__10-K__0001573516-24-000007__Item_8__chunk_0000,MUSA,Item_8,0,47,too_short
MUSA__10-K__0001573516-24-000007__Item_9__chunk_0000,MUSA,Item_9,0,29,too_short
MUSA__10-K__0001573516-24-000007__Item_9B__chunk_0000,MUSA,Item_9B,0,10,too_short
MUSA__10-K__0001573516-24-000007__Item_9C__chunk_0000,MUSA,Item_9C,0,26,too_short
MUSA__10-K__0001573516-24-000007__Part_III__chunk_0000,MUSA,Part_III,0,2,too_short
MUSA__10-K__0001573516-25-000010__Item_1B__chunk_0000,MUSA,Item_1B,0,41,too_short
MUSA__10-K__0001573516-25-000010__Item_2__chunk_0000,MUSA,Item_2,0,40,too_short
MUSA__10-K__0001573516-25-000010__Item_4__chunk_0000,MUSA,Item_4,0,22,too_short
MUSA__10-K__0001573516-25-000010__Item_6__chunk_0000,MUSA,Item_6,0,8,too_short
MUSA__10-K__0001573516-25-000010__Item_9__chunk_0000,MUSA,Item_9,0,29,too_short
MUSA__10-K__0001573516-25-000010__Item_9B__chunk_0000,MUSA,Item_9B,0,10,too_short
MUSA__10-K__0001573516-25-000010__Item_9C__chunk_0000,MUSA,Item_9C,0,26,too_short
MUSA__10-K__0001573516-25-000010__Part_III__chunk_0000,MUSA,Part_III,0,2,too_short
MUSA__10-K__0001573516-26-000090__Item_1B__chunk_0000,MUSA,Item_1B,0,41,too_short
MUSA__10-K__0001573516-26-000090__Item_2__chunk_0000,MUSA,Item_2,0,39,too_short
MUSA__10-K__0001573516-26-000090__Item_4__chunk_0000,MUSA,Item_4,0,22,too_short
MUSA__10-K__0001573516-26-000090__Item_6__chunk_0000,MUSA,Item_6,0,8,too_short
MUSA__10-K__0001573516-26-000090__Item_8__chunk_0000,MUSA,Item_8,0,48,too_short
MUSA__10-K__0001573516-26-000090__Item_9__chunk_0000,MUSA,Item_9,0,29,too_short
