ticker,filename,status,old_md5,new_md5
VVV,VVV-VALVOLINE INC-2022.pdf,only_in_old,c56564abd8e739841f4a3cec58b76a89,
DXLG,DXLG-Destination XL Group-2024.pdf,only_in_old,11b5b66b1117767b9524226811560112,
EBAY,EBAY-eBay-2021-Report.pdf,only_in_old,e0e6f6b1b88e85353f024fd40e970af3,
TJX,TJX-Tjx Cos Inc-2021.pdf,only_in_old,da180a5d37a24aec3080240ff020ad90,
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,only_in_old,83b3cf899f9b88b1d4b82530bcf77a75,
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2021.pdf,only_in_old,5f6565ce98e46a35b178649f796de10a,
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2021.pdf,only_in_old,18a1bfa70e52b787141ecf33a32fde79,
KR,KR-KROGER CO-2024.pdf,only_in_old,6925e019b58a7aef3773a39771cf6f95,
HOFT,HOFT-HOOKER FURNISHINGS CORP-2021.pdf,only_in_old,b368cf5bd3e42a6631fc7fe39f0b4553,
DG,DG-DOLLAR GENERAL CORP-2023.pdf,only_in_old,5b2d90827def38f7a05f5d2b372de873,
SFM,SFM-SPROUTS FARMERS MARKET-2024.pdf,only_in_old,06a874dec88d376e0c715cedf3bd0387,
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2021.pdf,only_in_old,46286b0bf617285a37c06563e57c1acc,
JWN,JWN-NORSTROM-2021.pdf,only_in_old,76f921d20f7e478f719e470c048ca81e,
DLTR,DLTR-DOLLAR TREE INC-2023.pdf,only_in_old,55fbcb5553c784c79b41aa9fcec2115b,
KMX,KMX-CARMAX INC-2025.pdf,only_in_old,05e2f3ac13def6f5b48771baf909d160,
WHR,WHR-WHIRLPOOL CORP-2022.pdf,only_in_old,9d6dfd9f5082b52efbfc387b4c04c8d7,
PRTS,PRTS-CARPARTS COM INC-2022.pdf,only_in_old,6332d84ce202570689eb586286f390f7,
AAPL,AAPL-APPLE INC-2024.pdf,only_in_old,de471ca369e95f29ff74f2b39642e3de,
LEVI,LEVI-LEVI STRAUSS & CO-2021.pdf,only_in_old,65f1654c7304bc5b2889e2984c5fe8ff,
KR,KR-KROGER CO-2023.pdf,only_in_old,53dbbfc25e8416190379ee80227372c8,
NWL,NWL-NEWELL BRANDS INC-2022.pdf,only_in_old,adbf9bd5ed90c23deead9ca76858152f,
XOM,XOM-EXXON MOBIL CORP-2024.pdf,only_in_old,8d2445f6b089579da0be61093a1a3dfc,
SFM,SFM-SPROUTS FARMERS MARKET-2022.pdf,only_in_old,8e3867eb61dc0208bfb82a5c86fae6ef,
FND,FND-FLOOR & DECOR HLDGS-2023.pdf,only_in_old,eb07b898a395a6a4a846c0105af85821,
EBAY,EBAY-eBay-2024-Report.pdf,only_in_old,ce35364c5a5025da305cf3fe6129d5af,
AZO,AZO-AUTOZONE INC-2025.pdf,only_in_old,8ff2cb6f37da055abea0fd9ba787e6a6,
WSM,WSM-WILLIAMS-SONOMA INC-2022.pdf,only_in_old,0eb9c8661ad5581237608cbbf30223a6,
GII,GII-G-III APPAREL GROUP LTD-2025.pdf,only_in_old,efa2d3fae811a633fdc39e5782dc6946,
MELI,MELI-MERCADOLIBRE-2023.pdf,only_in_old,ecc83643dc92f8f3715c5a37b1c612f6,
HD,HD-HOME DEPOT INC-2023.pdf,only_in_old,12f61d1f2accb4c7e9bef005cf64c777,
FIGS,FIGS-FIGS INC-2024.pdf,only_in_old,5023d17e88e5dc708624d3be498c6945,
GPRO,GPRO-GOPRO INC-2024.pdf,only_in_old,bd7587615824d8b6ecf3ad34bf5062bf,
ACI,ACI-ALBERTSONS COS INC-2021-2022.pdf,only_in_old,a44a5e3d73deda8d42a27f32edb995a5,
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2023.pdf,only_in_old,57b27d2ec997a2c79e99bfce9eb6f379,
VRA,VRA-VERA BRADLEY INC-2024.pdf,only_in_old,dbdc795604ac321cf137ab9ce7be8fba,
HOFT,HOFT-HOOKER FURNISHINGS CORP-2022.pdf,only_in_old,935a83718aff2f810b7f24624652c332,
URBN,URBN-URBAN OUTFITTERS INC-2024-2025.pdf,only_in_old,c3d73843bea8f80b759c8720bfb25cc0,
CASY,CASY-CASEYS GENERAL STORES INC-2022.pdf,only_in_old,715311efc9abdd00885618385b664efa,
W,W-WAYFAIR INC-2024.pdf,only_in_old,b6bd87cf5345225cff564378b67b66d7,
BRLT,BRLT-BRILLIANT EARTH GP INC-2025.pdf,only_in_old,695394696720a90f62d7d11b9b1aa4f2,
DELL,DELL-DELL TECHNOLOGIES INC-2024.pdf,only_in_old,56f124e247c3e4a7a93dc1f7a3c10520,
DECK,DECK-DECKERS OUTDOOR CORP-2023.pdf,only_in_old,b94c4b9fdeddefa3309b445e9a91db6d,
AMZN,AMZN-Amazon-2023.pdf,only_in_old,0834aeb85c718166e8fa3cb679c73807,
VRA,VRA-VERA BRADLEY INC-2021.pdf,only_in_old,38f61d5b8ce382081a682679ed04b158,
Steve Madden SR WF 200821_FINAL_KC.pdf,Steve Madden SR WF 200821_FINAL_KC.pdf,only_in_old,601ff461122d19698bc6cc92a5e3f9fa,
WWW,WWW-WOLVERINE WORLD WIDE-2022.pdf,only_in_old,d2dafdf74d761328d2c753cce8739275,
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2024.pdf,only_in_old,83a6f8a45c1756b3526dea5166b656d6,
TSCO,TSCO-TRACTOR SUPPLY CO-2024.pdf,only_in_old,19cdd8c4dfa6318666bb3db905e6de2d,
EBAY,EBAY-eBay-2025-Report.pdf,only_in_old,af465046628835fb40ad615338092d56,
FOSL,FOSL-FOSSIL GROUP INC-2021.pdf,only_in_old,dfe652eae65c877c4652d1b51f0cb635,
SGI,SGI-SOMNIGROUP INTERNATIONAL INC-2024.pdf,only_in_old,e05be0c780fe1c9f80d4ff43cc4e58be,
GCO,GCO-GENESCO INC-2024.pdf,only_in_old,f02498a147ddbb01d4ca449206980f38,
FND,FND-FLOOR & DECOR HLDGS-2022.pdf,only_in_old,f5802896acc553d837f1ee4f8eb265dd,
MNRO,MNRO-MONRO INC-2024.pdf,only_in_old,bbfa0ad515b0f7375b9eb7852735df4c,
PVH,PVH-PVH CORP-2023.pdf,only_in_old,30025006ef36c87cdfedc60085a1f0e4,
CAL,CAL-CALERES INC-2022.pdf,only_in_old,7d3c919daec748e5f31ef5d5da04d131,
VZ,VZ-VERIZON COMMUNICATIONS INC-2022.pdf,only_in_old,62731872c2b6d047ea8e8e85021cfd9c,
CRI,CRI-CARTER2S INC-2025.pdf,only_in_old,4e9d4991c39a9f0e8029a84709edd766,
ETSY,ETSY-Etsy-2024.pdf,only_in_old,62cfaaa67284b2e3dd89d12e8084c77e,
GES,GES-GUESS-2021-2020.pdf,only_in_old,e1b6f9dd4b6d3bd750690c24920fa703,
SFM,SFM-SPROUTS FARMERS MARKET-2023.pdf,only_in_old,08dd11ee8ba27e4b1a0948fed08f806f,
SONO,SONO-SONOS INC-2022.pdf,only_in_old,0758a4a606dc7b5e5eaa203b56852f32,
COST,COST-COSTCO WHOLESALE CORP-2024-2025.pdf,only_in_old,419875ff21eb92608337c706376ff78b,
LZB,LZB-LA-Z-BOY INC-2024.pdf,only_in_old,27a9bda24b6872e7794935dfb2b93851,
WWW,WWW-WOLVERINE WORLD WIDE-2024.pdf,only_in_old,8f5ad4120796df98475b110ff3c052c5,
AAP,AAP-ADVANCE AUTO PARTS INC-2022.pdf,only_in_old,06b5c4a8febfe30ceab3e8dc4d73f7cb,
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2021.pdf,only_in_old,abe3ea78452eb15e2abe2bf7ec2e2965,
NKE,NKE-NIKE INC -CL B-2023.pdf,only_in_old,459024ffa1f4f5a140f3a5b0d64ab1d1,
MHK,MHK-MOHAWK INDUSTRIES INC-2024.pdf,only_in_old,ecf2f748bcb454f0a1e8135407dd0169,
WMK,WMK-WEIS MARKETS INC-2021.pdf,only_in_old,8b8bab2ce397c24608896cb77fd3ba77,
LEG,LEG-LEGGETT & PLATT INC-2025.pdf,only_in_old,306a31bf2caba2702c33298497535c40,
OXM,OXM-OXFORD INDUSTRIES INC-2021.pdf,only_in_old,5347f1c2f6c995e41af29164b0eb1c0b,
WMT,WMT-WALMART INC-2022.pdf,only_in_old,bca5273d63b3dd1f0ec42816bc3f36ee,
FLXS,FLXS-FLEXSTEEL INDUSTRIES INC-2022.pdf,only_in_old,7372f4727c1f7865fefbe2cfb3a95803,
GO,GO-GROCERY OUTLET HLDNG CORP-2023.pdf,only_in_old,48d13449bc9806d2ad651a32776f31bb,
SGC,SGC-SUPERIOR GROUP OF COS INC-2022.pdf,only_in_old,4160b57e411b1c06c30c9196990e51d6,
SGI,SGI-SOMNIGROUP INTERNATIONAL INC-2023.pdf,only_in_old,c9a6e20ea89d5b7a0751d4c4126a7bdf,
WSM,WSM-WILLIAMS-SONOMA INC-2021.pdf,only_in_old,3db645bca33281ca8610d885d1307c50,
DKS,DKS-DICKS SPORTING GOODS INC-2022.pdf,only_in_old,47706efaaee4c80ec00bb459bf9533a0,
LAD,LAD-LITHIA MOTORS INC -CL A-2024.pdf,only_in_old,ca304eecc7cc57197c5377fdceecb9cd,
AN,AN-AUTONATION INC-2023.pdf,only_in_old,01c4dec590c3ebf3bfb56eda9757b6ce,
DLTR,DLTR-DOLLAR TREE INC-2020.pdf,only_in_old,14da06094560ba8e09ad0a323662ee91,
CASY,CASY-CASEYS GENERAL STORES INC-2021.pdf,only_in_old,af9d908f8091727c37ab5be72e0e44cb,
COLM,COLM-COLUMBIA SPORTSWEAR CO-2024.pdf,only_in_old,2f8afd253a6d46362b72c855fbc28f99,
KMX,KMX-CARMAX INC-2021.pdf,only_in_old,c102232594846ab7bd7740bb39fb194f,
URBN,URBN-Urban Outfitters-2021-2022.pdf,only_in_old,fa22ae4df9b25f73819f39a73f1742bb,
COLM,COLM-COLUMBIA SPORTSWEAR CO-2022.pdf,only_in_old,ba3376a4c2f4ba098a00d7fd1cb29cff,
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2023.pdf,only_in_old,3a3167701e2205d33c2c82a76cc92bf6,
SVV,SVV-Savers Value Village-2024.pdf,only_in_old,f5e5a74dde8a45faea604c23acf2cf41,
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2025.pdf,only_in_old,857a31c726ee9929f22447c2cf2522a1,
FIVE,FIVE-FIVE BELOW INC-2023.pdf,only_in_old,50c9949937414d1b05829a432b554cd5,
FL,FL-FOOT LOCKER INC-2021.pdf,only_in_old,fb01363cd3410479c4344bfa88531978,
GO,GO-GROCERY OUTLET HLDNG CORP-2024.pdf,only_in_old,1f34d36ff629dd129b12d2d0dd16b119,
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,only_in_old,047c47d004933ac5eb7f47d5a69d4c87,
XOM,XOM-EXXON MOBIL CORP-2019.pdf,only_in_old,9780f84700a9a643ed84d49601aa34a9,
T,T-AT&T INC-2021.pdf,only_in_old,cfd1ede4ce28cbccb84f78eef07b577c,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2024.pdf,only_in_old,5ff99b4c968e900a927698e99b7968f0,
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2024.pdf,only_in_old,7172e72ed2b585a1567e6e19cd7d0235,
FOSL,FOSL-FOSSIL GROUP INC-2024.pdf,only_in_old,a5c6566a09645bb7f247ffd8c6a05274,
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,only_in_old,f29facfdab69abab2cab01b5416f3633,
XOM,XOM-EXXON MOBIL CORP-2021.pdf,only_in_old,2d01a969b95c3c71f1fc64089f96dc1b,
ORLY,ORLY-O'REILLY AUTOMOTIVE INC-2023.pdf,only_in_old,bf0b95c059a8c26cdd635db8e78ecb52,
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2022.pdf,only_in_old,ad99ac625af2bf0c63d237008cdbe953,
AAPL,AAPL-APPLE INC-2022.pdf,only_in_old,b4847da7343505cc1a3668d50b0c8fd5,
GAP,GAP-GAP-2023.pdf,only_in_old,b88b0c09dce4b7ac1902cc38f2627bdb,
WRBY,WRBY-WARBY PARKER INC-2025.pdf,only_in_old,0d745b05a3f9dcbb5264b59370dea6a0,
KMX,KMX-CARMAX INC-2022.pdf,only_in_old,1c4de02031447d410ac056f97ce702d3,
FIVE,FIVE-FIVE BELOW INC-2021.pdf,only_in_old,4899692ccc5670f9fab1598c6749af1a,
WMT,WMT-WALMART INC-2020.pdf,only_in_old,08391634df9da9cb04445263fc1fbc73,
WHR,WHR-WHIRLPOOL CORP-2024.pdf,only_in_old,6b2703465a61142054f90d3687d21149,
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2023.pdf,only_in_old,a0ca2783d05ce6bbaa4aa4993fc8f950,
SHOO,SHOO-MADDEN STEVEN LTD-2023.pdf,only_in_old,a2dd80741cb7a35ee366f6354e615929,
PSMT,PSMT-PRICESMART INC-2021.pdf,only_in_old,1ff686bc2f788b4c3daf6cb805611ce6,
WRBY,WRBY-WARBY PARKER INC-2024.pdf,only_in_old,e2a9506df5c3604cfeecea4385187cdb,
CASY,CASY-CASEYS GENERAL STORES INC-2024.pdf,only_in_old,aed313e7894f8cc367f09ef4b9fd2f27,
T,T-AT&T INC-2024.pdf,only_in_old,456cde6a51dce1ebdfcf3adfe2425c6c,
PVH,PVH-PVH CORP-2022.pdf,only_in_old,ef4ade70ab61340aa0985ce1d378245d,
LESL,LESL-LESLIE'S INC-2021.pdf,only_in_old,d3af2a5267e11a736cf64e9fde0dc9b5,
VSXY,VSXY-Victorias Secret-2022.pdf,only_in_old,cda9d0aed0a7fb9f494af3803ea2502f,
FLXS,FLXS-FLEXSTEEL INDUSTRIES INC-2024.pdf,only_in_old,dc9994aaa3dfc5a07755632f7103c37f,
VZ,VZ-VERIZON COMMUNICATIONS INC-2021.pdf,only_in_old,23cfe69412c295a8118a2009f07a1d93,
AMZN,AMZN-Amazon-2025.pdf,only_in_old,d8c2a8f14ce43eaf10eb8560407d5894,
WSM,WSM-WILLIAMS-SONOMA INC-2023.pdf,only_in_old,612ed620ba922512e870d102fc596fd3,
CRMT,CRMT-AMERICA'S CAR-MART INC-2021.pdf,only_in_old,9ba815aad2565fd77d60dde64450f702,
SVV,SVV-Savers Value Village-2025.pdf,only_in_old,3c879186983e61b889ef27d02ff22a46,
MOV,MOV-MOVADO GROUP INC-2021.pdf,only_in_old,4b07bb684a18ba3b968f9c943e12d033,
NWL,NWL-NEWELL BRANDS INC-2025.pdf,only_in_old,b9d226be49efb3bed86e64a3e422e066,
CROX,CROX-CROCS INC-2023.pdf,only_in_old,b3091f1e2685471895825cd4c94728f3,
ARKO,ARKO-ARKO CORP-2022.pdf,only_in_old,b6c18abd27801b77553392c603b12e22,
T,T-AT&T INC-2022.pdf,only_in_old,5188ac8271138563c734f6031c158fd3,
CRMT,CRMT-AMERICA'S CAR-MART INC-2023.pdf,only_in_old,6f43c3b8fe7ebc77af30351e47c6502c,
SGI,SGI-SOMNIGROUP INTERNATIONAL INC-2020.pdf,only_in_old,c21738b2266f50fa322359b34ebcd962,
CROX,CROX-CROCS INC-2022.pdf,only_in_old,c99447d8e3c5a113bc98e4206a586452,
ETSY,ETSY-Etsy-2022.pdf,only_in_old,6725694f5f1745948bf81797be96c3fd,
TJX,TJX-Tjx Cos Inc-2022.pdf,only_in_old,3d023a2213f860f5930d2c7a6507a310,
SHOO,SHOO-MADDEN STEVEN LTD-2021.pdf,only_in_old,a0027cf06e782d3e1e66f880c31544b9,
MELI,MELI-MERCADOLIBRE-2021.pdf,only_in_old,bccfc960b20b8de879192ada2535fa25,
CRMT,CRMT-AMERICA'S CAR-MART INC-2022.pdf,only_in_old,af4d6bc8075604adb883764cf790b15e,
RL,RL-RALPH LAUREN CORP-2021.pdf,only_in_old,058bc56e425899941c859507a3241698,
BIRD,BIRD-ALLBIRDS INC-2023.pdf,only_in_old,7580255564a49c250cdf9ce02dd2cc13,
LEG,LEG-LEGGETT & PLATT INC-2021.pdf,only_in_old,8f9740268f022b2a4c9d71c4c3b59c5f,
AAPL,AAPL-APPLE INC-2021.pdf,only_in_old,84cd732678537b9e0b05ce7a868d2fb7,
TGT,TGT-TARGET CORP-2023.pdf,only_in_old,5a0154bf59cd9a03ca20af19da4736c1,
MOV,MOV-MOVADO GROUP INC-2025.pdf,only_in_old,5f53168e84b048934e99216ab96a3b63,
NGVC,NGVC-NATURAL GROCERS VITAMIN CTGE-2023.pdf,only_in_old,baec8de1ff968bc36e84b96d31ca3b47,
BRLT,BRLT-BRILLIANT EARTH GP INC-2021.pdf,only_in_old,548be39f23753e4dd06df0018daa4737,
LOVE,LOVE-LOVESAC CO (THE)-2023.pdf,only_in_old,5a85493932421d49a8b9c1cffffe4e11,
LEG,LEG-LEGGETT & PLATT INC-2024.pdf,only_in_old,0d397d55fe3968fe5b3da64d755f057f,
NWL,NWL-NEWELL BRANDS INC-2023.pdf,only_in_old,492398d05e5bd15b76810daeac39d2e4,
CVS,CVS-CVS HEALTH CORP-2024.PDF,only_in_old,de2ffc201e2277dd76d9deac6e8c5b0a,
WMK,WMK-WEIS MARKETS INC-2023.pdf,only_in_old,ca9bf88b9388cb0c683c6fe020046670,
ARKO,ARKO-ARKO CORP-2023.pdf,only_in_old,67449f3d3fa19bc5ba42cca7186756a6,
FIVE,FIVE-FIVE BELOW INC-2024.pdf,only_in_old,65058de45f6306e2242323a8309ddff2,
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2022.pdf,only_in_old,804060780c59c6da712edef82a370829,
DLTR,DLTR-DOLLAR TREE INC-2022.pdf,only_in_old,c77457a16424ab77616e7445332b6527,
T,T-AT&T INC-2023.pdf,only_in_old,38bdde66c877f949a8a8f0e30a4e4ef3,
BIRD,BIRD-ALLBIRDS-2024.pdf,only_in_old,3efd30c3b010166d87834c64122e06b7,
GES,GES-GUESS-2023-2022.pdf,only_in_old,79ac7ecc699af03a7891375598042cd3,
CRI,CRI-CARTER'S INC-2023.pdf,only_in_old,7d193adb87e4d243106518655139a155,
SGC,SGC-SUPERIOR GROUP OF COS INC-2025.pdf,only_in_old,f7cb156e990e1fb0db35de73fadf5730,
VVV,VVV-VALVOLINE INC-2021.pdf,only_in_old,e4dfcb19e9e8dcd0166f73bfc41a0f7e,
KMX,KMX-CARMAX INC-2026.pdf,only_in_old,eeaadf861d1804eb0eab83264fae3a35,
PLCE,PLCE-The Childrens Place-2021.pdf,only_in_old,eaab73588b973c758c7ca2d69fc38f0c,
WHR,WHR-WHIRLPOOL CORP-2021.pdf,only_in_old,4fbb526f06bed2a65e1741fcddc13661,
SONO,SONO-SONOS INC-2021.pdf,only_in_old,1c3c5015f9ce98e45645dd30908fc02e,
KSS,KSS-KOHL'S-2022.pdf,only_in_old,97b3a2d0313eaec8ddc0af5d44a6ad2c,
FL,FL-FOOT LOCKER INC-2022.pdf,only_in_old,86cbfd9d1ea18cd206f693da90821d1e,
TGT,TGT-TARGET CORP-2025.pdf,only_in_old,fbb543460502f3112eeab6b7057b2ad8,
LZB,LZB-LA-Z-BOY INC-2021.pdf,only_in_old,0816ebed6fd7bc6cbcd99754f3a4d319,
DXLG,DXLG-DESTINATION XL GROUP INC-2022.pdf,only_in_old,9bc6eae6ba7733d24f11af9aa3e7554a,
SVV,SVV-Savers Value Village-2022.pdf,only_in_old,38ce6146e6163ebcb29bc992fd676376,
ACI,ACI-ALBERTSONS COS INC-2023.pdf,only_in_old,f5c6b1e458ec49e2019447f0087cd101,
BJ,BJ-BJS WHSL CLUB HLDGS INC-2022.PDF,only_in_old,76924253ee7fdeb9aeddf9b9bf98820f,
SBH,SBH-SALLY BEAUTY HOLDINGS INC-2022.pdf.pdf,only_in_old,67778b83ea127571302de31e16fbc5c3,
AN,AN-AUTONATION INC-2024.pdf,only_in_old,edd080c1aab04a0403d43d6d91eaa154,
WRBY,WRBY-WARBY PARKER INC-2021.pdf,only_in_old,2425f743c3af9faa3ff489c53da4dfc6,
PSMT,PSMT-PRICESMART INC-2022.pdf,only_in_old,19b7ba9aba4972f0b6b5a0f87b2d3221,
TPR,TPR-TAPESTRY INC-2023.pdf,only_in_old,14eda261fbcd7fe38e3b7bfdef924eb5,
FL,FL-FOOT LOCKER INC-2023.pdf,only_in_old,ddb7ff42f97a5f71fdf120ef6ba3baf9,
DG,DG-DOLLAR GENERAL CORP-2024.pdf,only_in_old,638e499e255da0beac59adfdbe21255d,
DLTR,DLTR-DOLLAR TREE INC-2024.pdf,only_in_old,75b096cce421f701212bcb58e95e45f3,
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2022.pdf,only_in_old,a2644f6efb6322909b44f5836792eee5,
BRLT,BRLT-BRILLIANT EARTH GP INC-2022.pdf,only_in_old,60ce3c0321c61302b844c887e784040d,
CASY,CASY-CASEYS GENERAL STORES INC-2020.pdf,only_in_old,dc93ac84c515fa46b45abe991a331769,
MHK,MHK-MOHAWK INDUSTRIES INC-2022.pdf,only_in_old,0f9d4552495930ea5e245cb3f0c457ec,
FIVE,FIVE-FIVE BELOW INC-2025.pdf,only_in_old,9c857aadb5c79928f1258057a27ae816,
GPRO,GPRO-GOPRO INC-2023.pdf,only_in_old,29e0cf50a47de49fdb9639f33cf52835,
MELI,MELI-MERCADOLIBRE-2025.pdf,only_in_old,add3e81102502c276b81b9aa5ad52921,
ABG,ABG-ASBURY AUTOMOTIVE GROUP INC-2021.pdf,only_in_old,9d6fc9ad2d129f528ae950ce242dd527,
LESL,LESL-LESLIE'S INC-2024.pdf,only_in_old,fc8498f44be0ae647d3be0bd34502aaf,
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2024.pdf,only_in_old,a8f67dcbc08045c6e2bdbc472e15c5ca,
PTRN,PTRN-Pattern Group-2021.pdf,only_in_old,2b266b31e9c5959f4466be9dd31d2e7c,
MUSA,MUSA-MURPHY USA INC-2024.pdf,only_in_old,22995bc64a30f14e4ffa3b998beddd19,
MHK,MHK-MOHAWK INDUSTRIES INC-2021.pdf,only_in_old,f9cfbc7fa84cfefb98e0e1f11bcde86f,
BIRD,BIRD-ALLBIRDS INC-2022.pdf,only_in_old,3cf20c7640fe24f2d2e6523c96f1c484,
W,W-WAYFAIR INC-2025.pdf,only_in_old,3cf86d213627795b412873bc78b9f9b8,
GAP,GAP-GAP-2021.pdf,only_in_old,b8d90079dc0e09780fc02be25592941e,
TJX,TJX-Tjx Cos Inc-2024.pdf,only_in_old,01552ec0dc3f57f5dc52802123606f4e,
JWN,JWN-NORSTROM-2023.pdf,only_in_old,23ff0a672be9e36035085ae237b2d859,
M,M-MACY'S INC-2024.pdf,only_in_old,06417365bff6e49d3083dc767dd649ba,
COLM,COLM-COLUMBIA SPORTSWEAR CO-2021.pdf,only_in_old,29db94b4b3bedf96ff5be45560ace9aa,
MOV,MOV-MOVADO GROUP INC-2024.pdf,only_in_old,bf217602e549c3a0670b8f2ba18b010a,
WRBY,WRBY-WARBY PARKER INC-2022.pdf,only_in_old,f80f247cb42a5b6721d1be0998eddbe3,
SNBR,SNBR-SLEEP NUMBER CORP-2025.pdf,only_in_old,37a0cfd1c1639fa8accdfa46237a7704,
ROST,ROST-ROSS STORES INC-2021.pdf,only_in_old,cead50b1c4c84159aeea2cbee072268f,
ROST,ROST-ROSS STORES INC-2022.pdf,only_in_old,b3e3ac1e72d0e9ebe65c5e7b908b41d8,
GO,GO-GROCERY OUTLET HLDNG CORP-2022.pdf,only_in_old,3aed26a67135c9ed38f21c9e2dfc6897,
BBY,BBY-BEST BUY CO INC-2022.pdf,only_in_old,846b2493643be7abb1d2e533806bee83,
M,M-MACY'S INC-2023.pdf,only_in_old,d9d8586558b41cb5a035ceef484607fa,
SGC,SGC-SUPERIOR GROUP OF COS INC-2024.pdf,only_in_old,177c5ed8f2b862f29d208027d54c28d8,
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,only_in_old,c0461379c802d3c6e43cde5e730ffbcd,
MHK,MHK-MOHAWK INDUSTRIES INC-2023.pdf,only_in_old,073c7006615668e3fddd3ee18582b6ba,
CROX,CROX-CROCS INC-2025.pdf,only_in_old,2dcee9642bc6199b8e6eff8f27797744,
NWL,NWL-NEWELL BRANDS INC-2024.pdf,only_in_old,dcdb31094ab411d3f4d2bfd91b5e8fa3,
BBY,BBY-BEST BUY CO INC-2025.pdf,only_in_old,6acb09a6afc44e45ce799c26c3580645,
LOVE,LOVE-LOVESAC CO (THE)-2021.pdf,only_in_old,659e86c14bb5f805b53bc77f44b72510,
TPR,TPR-TAPESTRY INC-2025.pdf,only_in_old,74f662ab3df48d82594574c10a5bd9e8,
KMX,KMX-CARMAX INC-2023.pdf,only_in_old,cf2ff74ca02ac48d3332f32337aa88b0,
RL,RL-RALPH LAUREN CORP-2025.pdf,only_in_old,538426a8ff729fd518d5c00cac12297e,
ORLY,ORLY-O'REILLY AUTOMOTIVE INC-2024.pdf,only_in_old,ea06fbb433ff3815fed15b3fe26ad3ad,
TPR,TPR-TAPESTRY INC-2021.pdf,only_in_old,8b3275cac44bacf280b49045d043feab,
CRI,CRI-CARTER'S INC-2024.pdf,only_in_old,2f5c02e442d39c11934a95ada956d6f4,
M,M-MACY'S INC-2022.pdf,only_in_old,6643aad0af93aebb252dde43e4301b32,
CURV,CURV-TORRID HOLDINGS-2021.pdf,only_in_old,373708538f57cc0e62a5f2c6cfabb70f,
SGC,SGC-SUPERIOR GROUP OF COS INC-2021.pdf,only_in_old,2d061d457dd8cfe0732434bdc0d03ff1,
ACI,ACI-ALBERTSONS COS INC-2024.pdf,only_in_old,ce917d08591ed0fa0f8a9ca28b97f011,
SNBR,SNBR-SLEEP NUMBER CORP-2023.pdf,only_in_old,e2801e53957df6ed84d71954cd38bb6c,
COST,COST-COSTCO WHOLESALE CORP-2022-2023.pdf,only_in_old,8415d918d2edc87c6599d4e8336467a3,
GES,GES-GUESS-2025.pdf,only_in_old,3a00aa69fdbc3829dfca126001596adc,
SHOO,SHOO-MADDEN STEVEN LTD-2022.pdf,only_in_old,ad80685ca993340004ad802a72699555,
VFC,VFC-VF CORP-2024-2025.pdf,only_in_old,6f13620efe958649db85c56e4ff25e82,
BIRD,BIRD-ALLBIRDS INC-2021.pdf,only_in_old,d3fe19f006afbbb58746ec7d63014aa2,
VRA,VRA-VERA BRADLEY INC-2022.pdf,only_in_old,dbffd5170bfa2dd27786d7cd88cc575c,
ABG,ABG-ASBURY AUTOMOTIVE GROUP INC-2023.pdf,only_in_old,a58d8d1427ec4aedcb136e75d0bf18de,
WSM,WSM-WILLIAMS-SONOMA INC-2024.pdf,only_in_old,e84735381f3709a4a883a9de5d6fe687,
AZO,AZO-AUTOZONE INC-2024.pdf,only_in_old,75f70afd21ca41d3e22668955210e3d1,
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,only_in_old,01a2bbc8ec260bb36883706b2894ca1e,
LZB,LZB-LA-Z-BOY INC-2025.pdf,only_in_old,50bbc2d9cac62d64f3e4b93403aad832,
ULTA,ULTA-ULTA BEAUTY INC-2024.pdf,only_in_old,569515fb2adb6131647d2d247be76b99,
SONO,SONO-SONOS INC-2024.pdf,only_in_old,4c5ea9494c50ac875dae91281a23c864,
LOW,LOW-LOWE'S COS INC-2022.pdf,only_in_old,4b24dcad6183cf86e14e39662bfe96e6,
RCKY,RCKY-ROCKY BRANDS INC-2023.pdf,only_in_old,e0f26a81e4d81702d190e0dc0e697a51,
NKE,NKE-NIKE INC -CL B-2024.pdf,only_in_old,84e0b736a3b37b79a9c2f9283ef22da6,
EBAY,EBAY-eBay-2022-Report.pdf,only_in_old,a3a840c601e184388aae073689435661,
